# BINNING-AGE: MIN=-0.01 BINWIDTH=0.02
# GP-LABEL-AGE: Age / Myr
# 1: AGE / Myr	2: probability
22.94	3.13948e-04
22.96	3.13274e-04
22.98	3.13139e-04
23	3.12522e-04
23.02	3.12390e-04
23.04	3.12260e-04
23.06	3.11874e-04
23.08	3.11730e-04
23.1	3.11596e-04
23.12	3.11496e-04
23.14	3.11105e-04
23.16	3.11248e-04
23.18	3.10843e-04
23.2	3.10736e-04
23.22	3.10369e-04
23.24	3.10229e-04
23.26	3.10128e-04
23.28	3.09987e-04
23.3	3.09852e-04
23.32	3.09981e-04
23.34	3.09586e-04
23.36	3.09708e-04
23.38	3.09588e-04
23.4	3.09604e-04
23.42	3.09202e-04
23.44	3.09342e-04
23.46	3.08989e-04
23.48	3.08845e-04
23.5	3.08974e-04
23.52	3.09109e-04
23.54	3.09011e-04
23.56	3.08098e-04
23.58	3.08228e-04
23.6	3.08358e-04
23.62	3.08483e-04
23.64	3.08616e-04
23.66	3.08485e-04
23.68	3.08631e-04
23.7	3.08282e-04
23.72	3.06102e-04
23.74	3.04880e-04
23.76	3.04194e-04
23.78	3.03519e-04
23.8	3.03139e-04
23.82	3.02985e-04
23.84	3.02840e-04
23.86	3.02164e-04
23.88	3.02293e-04
23.9	3.02131e-04
23.92	3.01980e-04
23.94	3.01608e-04
23.96	3.01455e-04
23.98	3.01083e-04
24	3.00684e-04
24.02	3.00812e-04
24.04	3.00676e-04
24.06	3.00522e-04
24.08	3.00528e-04
24.1	3.00110e-04
24.12	3.00232e-04
24.14	3.00360e-04
24.16	3.00230e-04
24.18	3.00071e-04
24.2	2.99956e-04
24.22	2.99813e-04
24.24	2.98909e-04
24.26	2.99031e-04
24.28	2.99154e-04
24.3	2.99283e-04
24.32	2.99124e-04
24.34	2.99255e-04
24.36	2.99126e-04
24.38	2.98984e-04
24.4	2.98567e-04
24.42	2.98687e-04
24.44	2.98807e-04
24.46	2.98693e-04
24.48	2.98577e-04
24.5	2.98431e-04
24.52	2.98326e-04
24.54	2.98195e-04
24.56	2.98336e-04
24.58	2.98501e-04
24.6	2.95117e-04
24.62	2.94386e-04
24.64	2.93947e-04
24.66	2.93505e-04
24.68	2.93348e-04
24.7	2.92921e-04
24.72	2.92247e-04
24.74	2.92118e-04
24.76	2.91953e-04
24.78	2.91963e-04
24.8	2.91532e-04
24.82	2.91128e-04
24.84	2.90962e-04
24.86	2.91083e-04
24.88	2.90919e-04
24.9	2.90766e-04
24.92	2.90601e-04
24.94	2.90726e-04
24.96	2.90578e-04
24.98	2.90415e-04
25	2.90029e-04
25.02	2.89889e-04
25.04	2.89724e-04
25.06	2.89590e-04
25.08	2.89446e-04
25.1	2.89298e-04
25.12	2.89121e-04
25.14	2.89232e-04
25.16	2.89354e-04
25.18	2.89476e-04
25.2	2.89310e-04
25.22	2.89429e-04
25.24	2.89559e-04
25.26	2.88649e-04
25.28	2.88212e-04
25.3	2.88335e-04
25.32	2.88192e-04
25.34	2.88308e-04
25.36	2.88433e-04
25.38	2.88270e-04
25.4	2.88390e-04
25.42	2.88514e-04
25.44	2.88369e-04
25.46	2.88503e-04
25.48	2.88358e-04
25.5	2.87973e-04
25.52	2.85245e-04
25.54	2.84206e-04
25.56	2.83493e-04
25.58	2.83032e-04
25.6	2.82581e-04
25.62	2.82129e-04
25.64	2.81949e-04
25.66	2.82071e-04
25.68	2.81898e-04
25.7	2.81728e-04
25.72	2.81584e-04
25.74	2.80860e-04
25.76	2.80973e-04
25.78	2.80543e-04
25.8	2.80381e-04
25.82	2.80235e-04
25.84	2.80065e-04
25.86	2.80190e-04
25.88	2.80024e-04
25.9	2.79841e-04
25.92	2.79953e-04
25.94	2.80069e-04
25.96	2.79622e-04
25.98	2.79739e-04
26	2.79314e-04
26.02	2.79151e-04
26.04	2.78713e-04
26.06	2.78827e-04
26.08	2.78685e-04
26.1	2.78798e-04
26.12	2.78625e-04
26.14	2.78739e-04
26.16	2.78853e-04
26.18	2.78972e-04
26.2	2.78243e-04
26.22	2.78077e-04
26.24	2.78191e-04
26.26	2.78042e-04
26.28	2.78156e-04
26.3	2.78144e-04
26.32	2.77966e-04
26.34	2.77821e-04
26.36	2.77939e-04
26.38	2.77765e-04
26.4	2.77883e-04
26.42	2.77707e-04
26.44	2.77834e-04
26.46	2.77395e-04
26.48	2.77510e-04
26.5	2.77626e-04
26.52	2.77482e-04
26.54	2.77612e-04
26.56	2.77163e-04
26.58	2.77293e-04
26.6	2.77171e-04
26.62	2.76268e-04
26.64	2.73984e-04
26.66	2.73202e-04
26.68	2.72741e-04
26.7	2.72289e-04
26.72	2.71833e-04
26.74	2.71645e-04
26.76	2.71178e-04
26.78	2.70728e-04
26.8	2.70835e-04
26.82	2.70653e-04
26.84	2.70477e-04
26.86	2.70034e-04
26.88	2.70143e-04
26.9	2.69951e-04
26.92	2.70064e-04
26.94	2.69897e-04
26.96	2.69708e-04
26.98	2.69273e-04
27	2.69093e-04
27.02	2.68906e-04
27.04	2.68751e-04
27.06	2.68859e-04
27.08	2.68670e-04
27.1	2.68780e-04
27.12	2.68755e-04
27.14	2.68869e-04
27.16	2.68677e-04
27.18	2.68495e-04
27.2	2.68334e-04
27.22	2.68164e-04
27.24	2.67977e-04
27.26	2.67809e-04
27.28	2.67913e-04
27.3	2.68025e-04
27.32	2.67867e-04
27.34	2.67676e-04
27.36	2.67496e-04
27.38	2.67608e-04
27.4	2.67720e-04
27.42	2.67829e-04
27.44	2.67639e-04
27.46	2.67470e-04
27.48	2.67299e-04
27.5	2.67404e-04
27.52	2.67243e-04
27.54	2.67356e-04
27.56	2.66905e-04
27.58	2.66717e-04
27.6	2.66830e-04
27.62	2.66946e-04
27.64	2.67056e-04
27.66	2.67168e-04
27.68	2.66990e-04
27.7	2.67099e-04
27.72	2.66934e-04
27.74	2.66780e-04
27.76	2.66904e-04
27.78	2.67044e-04
27.8	2.66669e-04
27.82	2.62642e-04
27.84	2.62143e-04
27.86	2.61643e-04
27.88	2.61451e-04
27.9	2.61255e-04
27.92	2.61060e-04
27.94	2.60867e-04
27.96	2.60985e-04
27.98	2.60197e-04
28	2.60002e-04
28.02	2.59545e-04
28.04	2.59347e-04
28.06	2.59313e-04
28.08	2.59151e-04
28.1	2.58947e-04
28.12	2.59052e-04
28.14	2.58556e-04
28.16	2.58662e-04
28.18	2.58768e-04
28.2	2.58569e-04
28.22	2.58675e-04
28.24	2.58783e-04
28.26	2.58611e-04
28.28	2.58116e-04
28.3	2.58230e-04
28.32	2.57754e-04
28.34	2.57280e-04
28.36	2.57381e-04
28.38	2.57479e-04
28.4	2.57580e-04
28.42	2.57687e-04
28.44	2.57481e-04
28.46	2.57588e-04
28.48	2.57696e-04
28.5	2.57810e-04
28.52	2.57625e-04
28.54	2.57135e-04
28.56	2.56945e-04
28.58	2.56775e-04
28.6	2.56602e-04
28.62	2.56708e-04
28.64	2.56502e-04
28.66	2.56602e-04
28.68	2.56703e-04
28.7	2.56813e-04
28.72	2.56621e-04
28.74	2.56735e-04
28.76	2.56525e-04
28.78	2.56631e-04
28.8	2.56745e-04
28.82	2.56281e-04
28.84	2.56105e-04
28.86	2.56215e-04
28.88	2.55739e-04
28.9	2.55840e-04
28.92	2.55945e-04
28.94	2.55759e-04
28.96	2.55866e-04
28.98	2.55973e-04
29	2.56098e-04
29.02	2.55916e-04
29.04	2.55905e-04
29.06	2.56076e-04
29.08	2.52861e-04
29.1	2.51741e-04
29.12	2.51548e-04
29.14	2.50738e-04
29.16	2.50253e-04
29.18	2.49442e-04
29.2	2.49546e-04
29.22	2.49327e-04
29.24	2.49121e-04
29.26	2.49220e-04
29.28	2.49014e-04
29.3	2.49115e-04
29.32	2.48906e-04
29.34	2.48711e-04
29.36	2.48502e-04
29.38	2.48612e-04
29.4	2.48418e-04
29.42	2.47928e-04
29.44	2.47438e-04
29.46	2.47535e-04
29.48	2.47320e-04
29.5	2.47420e-04
29.52	2.47526e-04
29.54	2.47007e-04
29.56	2.47113e-04
29.58	2.47209e-04
29.6	2.47311e-04
29.62	2.47102e-04
29.64	2.47199e-04
29.66	2.47306e-04
29.68	2.47124e-04
29.7	2.46636e-04
29.72	2.46435e-04
29.74	2.45930e-04
29.76	2.46023e-04
29.78	2.46124e-04
29.8	2.46231e-04
29.82	2.46009e-04
29.84	2.46108e-04
29.86	2.46207e-04
29.88	2.46308e-04
29.9	2.46130e-04
29.92	2.45920e-04
29.94	2.45716e-04
29.96	2.45816e-04
29.98	2.45619e-04
30	2.45433e-04
30.02	2.45242e-04
30.04	2.45022e-04
30.06	2.45119e-04
30.08	2.45219e-04
30.1	2.45182e-04
30.12	2.45287e-04
30.14	2.45388e-04
30.16	2.45181e-04
30.18	2.44960e-04
30.2	2.45061e-04
30.22	2.45164e-04
30.24	2.45271e-04
30.26	2.45375e-04
30.28	2.45183e-04
30.3	2.45006e-04
30.32	2.44504e-04
30.34	2.44618e-04
30.36	2.44736e-04
30.38	2.44852e-04
30.4	2.44986e-04
30.42	2.42704e-04
30.44	2.41204e-04
30.46	2.40675e-04
30.48	2.39820e-04
30.5	2.39605e-04
30.52	2.39385e-04
30.54	2.39164e-04
30.56	2.39279e-04
30.58	2.38463e-04
30.6	2.38241e-04
30.62	2.38345e-04
30.64	2.37517e-04
30.66	2.37619e-04
30.68	2.37087e-04
30.7	2.37185e-04
30.72	2.36963e-04
30.74	2.37062e-04
30.76	2.37156e-04
30.78	2.36931e-04
30.8	2.37025e-04
30.82	2.36523e-04
30.84	2.36301e-04
30.86	2.36392e-04
30.88	2.36488e-04
30.9	2.36289e-04
30.92	2.36068e-04
30.94	2.35877e-04
30.96	2.35664e-04
30.98	2.35765e-04
31	2.35535e-04
31.02	2.35639e-04
31.04	2.35121e-04
31.06	2.35212e-04
31.08	2.34988e-04
31.1	2.35085e-04
31.12	2.35174e-04
31.14	2.35269e-04
31.16	2.35367e-04
31.18	2.35148e-04
31.2	2.35248e-04
31.22	2.34901e-04
31.24	2.34085e-04
31.26	2.34177e-04
31.28	2.34270e-04
31.3	2.34040e-04
31.32	2.34132e-04
31.34	2.34222e-04
31.36	2.34314e-04
31.38	2.34405e-04
31.4	2.34506e-04
31.42	2.34279e-04
31.44	2.34379e-04
31.46	2.34475e-04
31.48	2.34259e-04
31.5	2.34355e-04
31.52	2.34164e-04
31.54	2.33633e-04
31.56	2.33423e-04
31.58	2.33510e-04
31.6	2.33602e-04
31.62	2.33698e-04
31.64	2.33799e-04
31.66	2.33889e-04
31.68	2.33996e-04
31.7	2.33772e-04
31.72	2.33875e-04
31.74	2.33660e-04
31.76	2.33759e-04
31.78	2.33873e-04
31.8	2.33684e-04
31.82	2.33799e-04
31.84	2.33925e-04
31.86	2.33440e-04
31.88	2.30098e-04
31.9	2.29216e-04
31.92	2.28660e-04
31.94	2.28435e-04
31.96	2.28202e-04
31.98	2.27975e-04
32	2.27434e-04
32.02	2.27223e-04
32.04	2.26679e-04
32.06	2.26446e-04
32.08	2.26543e-04
32.1	2.26310e-04
32.12	2.26400e-04
32.14	2.26163e-04
32.16	2.26256e-04
32.18	2.26053e-04
32.2	2.25819e-04
32.22	2.25297e-04
32.24	2.24761e-04
32.26	2.24854e-04
32.28	2.24628e-04
32.3	2.24722e-04
32.32	2.24479e-04
32.34	2.24568e-04
32.36	2.24662e-04
32.38	2.24427e-04
32.4	2.24363e-04
32.42	2.24134e-04
32.44	2.24225e-04
32.46	2.23988e-04
32.48	2.24083e-04
32.5	2.24171e-04
32.52	2.23961e-04
32.54	2.23749e-04
32.56	2.23513e-04
32.58	2.23288e-04
32.6	2.23374e-04
32.62	2.23461e-04
32.64	2.23242e-04
32.66	2.22993e-04
32.68	2.23077e-04
32.7	2.23164e-04
32.72	2.23253e-04
32.74	2.23350e-04
32.76	2.23109e-04
32.78	2.23198e-04
32.8	2.23289e-04
32.82	2.23383e-04
32.84	2.23476e-04
32.86	2.23268e-04
32.88	2.22408e-04
32.9	2.22175e-04
32.92	2.22261e-04
32.94	2.22346e-04
32.96	2.22436e-04
32.98	2.22529e-04
33	2.22621e-04
33.02	2.22382e-04
33.04	2.22468e-04
33.06	2.22555e-04
33.08	2.22647e-04
33.1	2.22736e-04
33.12	2.22828e-04
33.14	2.22610e-04
33.16	2.22400e-04
33.18	2.22159e-04
33.2	2.22257e-04
33.22	2.21719e-04
33.24	2.21812e-04
33.26	2.21902e-04
33.28	2.21993e-04
33.3	2.22083e-04
33.32	2.22184e-04
33.34	2.21949e-04
33.36	2.22061e-04
33.38	2.22169e-04
33.4	2.22285e-04
33.42	2.21772e-04
33.44	2.21921e-04
33.46	2.18791e-04
33.48	2.17887e-04
33.5	2.17668e-04
33.52	2.16760e-04
33.54	2.16520e-04
33.56	2.15964e-04
33.58	2.15404e-04
33.6	2.15503e-04
33.62	2.15260e-04
33.64	2.15353e-04
33.66	2.14795e-04
33.68	2.14556e-04
33.7	2.13995e-04
33.72	2.14090e-04
33.74	2.13835e-04
33.76	2.13923e-04
33.78	2.13672e-04
33.8	2.13759e-04
33.82	2.13850e-04
33.84	2.13604e-04
33.86	2.13536e-04
33.88	2.13622e-04
33.9	2.13395e-04
33.92	2.12516e-04
33.94	2.12600e-04
33.96	2.12688e-04
33.98	2.12435e-04
34	2.12203e-04
34.02	2.12290e-04
34.04	2.12374e-04
34.06	2.12122e-04
34.08	2.12206e-04
34.1	2.12289e-04
34.12	2.12377e-04
34.14	2.12134e-04
34.16	2.11880e-04
34.18	2.11962e-04
34.2	2.12048e-04
34.22	2.12134e-04
34.24	2.12231e-04
34.26	2.11674e-04
34.28	2.11437e-04
34.3	2.11519e-04
34.32	2.11611e-04
34.34	2.11375e-04
34.36	2.11464e-04
34.38	2.10876e-04
34.4	2.10956e-04
34.42	2.11043e-04
34.44	2.11126e-04
34.46	2.11206e-04
34.48	2.11297e-04
34.5	2.11048e-04
34.52	2.11126e-04
34.54	2.11212e-04
34.56	2.11294e-04
34.58	2.11383e-04
34.6	2.11157e-04
34.62	2.11252e-04
34.64	2.10361e-04
34.66	2.10449e-04
34.68	2.10205e-04
34.7	2.10291e-04
34.72	2.10370e-04
34.74	2.10454e-04
34.76	2.10538e-04
34.78	2.10290e-04
34.8	2.10372e-04
34.82	2.10458e-04
34.84	2.10544e-04
34.86	2.10630e-04
34.88	2.10715e-04
34.9	2.10496e-04
34.92	2.10255e-04
34.94	2.10348e-04
34.96	2.10098e-04
34.98	2.10191e-04
35	2.10285e-04
35.02	2.09734e-04
35.04	2.09823e-04
35.06	2.09924e-04
35.08	2.10025e-04
35.1	2.10133e-04
35.12	2.10255e-04
35.14	2.10067e-04
35.16	2.06864e-04
35.18	2.06289e-04
35.2	2.05380e-04
35.22	2.04804e-04
35.24	2.04200e-04
35.26	2.04296e-04
35.28	2.04039e-04
35.3	2.03784e-04
35.32	2.03536e-04
35.34	2.03282e-04
35.36	2.03025e-04
35.38	2.03115e-04
35.4	2.02212e-04
35.42	2.02294e-04
35.44	2.01878e-04
35.46	2.01967e-04
35.48	2.02051e-04
35.5	2.01791e-04
35.52	2.01877e-04
35.54	2.01300e-04
35.56	2.01037e-04
35.58	2.01113e-04
35.6	2.01194e-04
35.62	2.00927e-04
35.64	2.01004e-04
35.66	2.01092e-04
35.68	2.01177e-04
35.7	2.00916e-04
35.72	2.00994e-04
35.74	2.01076e-04
35.76	2.01172e-04
35.78	1.99934e-04
35.8	2.00006e-04
35.82	2.00085e-04
35.84	2.00161e-04
35.86	2.00254e-04
35.88	1.99659e-04
35.9	1.99735e-04
35.92	1.99811e-04
35.94	1.99890e-04
35.96	1.99971e-04
35.98	1.99711e-04
36	1.99790e-04
36.02	1.99536e-04
36.04	1.99611e-04
36.06	1.99694e-04
36.08	1.99771e-04
36.1	1.99512e-04
36.12	1.99596e-04
36.14	1.99351e-04
36.16	1.99442e-04
36.18	1.99190e-04
36.2	1.99272e-04
36.22	1.99032e-04
36.24	1.98762e-04
36.26	1.98841e-04
36.28	1.98924e-04
36.3	1.98664e-04
36.32	1.98743e-04
36.34	1.98816e-04
36.36	1.98898e-04
36.38	1.98633e-04
36.4	1.98716e-04
36.42	1.98790e-04
36.44	1.98867e-04
36.46	1.98951e-04
36.48	1.99041e-04
36.5	1.98797e-04
36.52	1.98537e-04
36.54	1.98617e-04
36.56	1.98712e-04
36.58	1.98127e-04
36.6	1.97874e-04
36.62	1.97951e-04
36.64	1.98034e-04
36.66	1.98113e-04
36.68	1.98196e-04
36.7	1.97933e-04
36.72	1.98009e-04
36.74	1.98090e-04
36.76	1.98169e-04
36.78	1.98250e-04
36.8	1.98336e-04
36.82	1.98101e-04
36.84	1.98188e-04
36.86	1.98284e-04
36.88	1.97705e-04
36.9	1.97801e-04
36.92	1.97899e-04
36.94	1.98006e-04
36.96	1.98121e-04
36.98	1.96702e-04
37	1.94335e-04
37.02	1.93373e-04
37.04	1.93115e-04
37.06	1.92853e-04
37.08	1.92256e-04
37.1	1.91991e-04
37.12	1.91723e-04
37.14	1.91286e-04
37.16	1.91373e-04
37.18	1.91099e-04
37.2	1.91193e-04
37.22	1.90580e-04
37.24	1.90664e-04
37.26	1.90384e-04
37.28	1.90468e-04
37.3	1.89859e-04
37.32	1.89936e-04
37.34	1.90021e-04
37.36	1.89748e-04
37.38	1.89170e-04
37.4	1.89241e-04
37.42	1.88971e-04
37.44	1.89048e-04
37.46	1.89123e-04
37.48	1.88849e-04
37.5	1.88924e-04
37.52	1.89001e-04
37.54	1.88748e-04
37.56	1.88138e-04
37.58	1.88208e-04
37.6	1.88281e-04
37.62	1.88357e-04
37.64	1.88438e-04
37.66	1.88154e-04
37.68	1.88227e-04
37.7	1.88300e-04
37.72	1.88378e-04
37.74	1.88110e-04
37.76	1.88188e-04
37.78	1.88277e-04
37.8	1.87346e-04
37.82	1.87421e-04
37.84	1.87499e-04
37.86	1.87220e-04
37.88	1.87287e-04
37.9	1.87363e-04
37.92	1.87107e-04
37.94	1.87172e-04
37.96	1.87249e-04
37.98	1.86975e-04
38	1.87053e-04
38.02	1.87126e-04
38.04	1.87201e-04
38.06	1.87280e-04
38.08	1.87006e-04
38.1	1.86732e-04
38.12	1.86805e-04
38.14	1.86875e-04
38.16	1.86953e-04
38.18	1.87032e-04
38.2	1.86774e-04
38.22	1.86858e-04
38.24	1.86608e-04
38.26	1.86324e-04
38.28	1.86397e-04
38.3	1.86477e-04
38.32	1.86211e-04
38.34	1.86285e-04
38.36	1.86020e-04
38.38	1.86094e-04
38.4	1.85819e-04
38.42	1.85888e-04
38.44	1.85962e-04
38.46	1.86032e-04
38.48	1.86108e-04
38.5	1.86183e-04
38.52	1.86254e-04
38.54	1.86335e-04
38.56	1.86416e-04
38.58	1.85812e-04
38.6	1.85884e-04
38.62	1.85959e-04
38.64	1.86039e-04
38.66	1.86131e-04
38.68	1.85526e-04
38.7	1.85606e-04
38.72	1.85346e-04
38.74	1.85419e-04
38.76	1.85500e-04
38.78	1.85223e-04
38.8	1.85298e-04
38.82	1.85374e-04
38.84	1.85454e-04
38.86	1.85539e-04
38.88	1.85634e-04
38.9	1.85729e-04
38.92	1.85825e-04
38.94	1.85773e-04
38.96	1.85922e-04
38.98	1.82592e-04
39	1.81616e-04
39.02	1.81006e-04
39.04	1.80368e-04
39.06	1.80090e-04
39.08	1.79816e-04
39.1	1.79913e-04
39.12	1.79297e-04
39.14	1.78679e-04
39.16	1.78761e-04
39.18	1.78475e-04
39.2	1.78205e-04
39.22	1.77917e-04
39.24	1.77992e-04
39.26	1.77705e-04
39.28	1.77775e-04
39.3	1.77496e-04
39.32	1.77573e-04
39.34	1.77646e-04
39.36	1.77364e-04
39.38	1.77092e-04
39.4	1.77166e-04
39.42	1.76883e-04
39.44	1.76606e-04
39.46	1.76674e-04
39.48	1.76751e-04
39.5	1.76465e-04
39.52	1.76537e-04
39.54	1.76608e-04
39.56	1.76355e-04
39.58	1.75727e-04
39.6	1.75797e-04
39.62	1.75866e-04
39.64	1.75936e-04
39.66	1.75654e-04
39.68	1.75724e-04
39.7	1.75445e-04
39.72	1.75513e-04
39.74	1.75594e-04
39.76	1.74963e-04
39.78	1.75028e-04
39.8	1.75097e-04
39.82	1.75163e-04
39.84	1.75228e-04
39.86	1.75305e-04
39.88	1.75017e-04
39.9	1.75082e-04
39.92	1.75146e-04
39.94	1.75217e-04
39.96	1.75298e-04
39.98	1.75027e-04
40	1.74743e-04
40.02	1.74477e-04
40.04	1.74204e-04
40.06	1.74271e-04
40.08	1.74336e-04
40.1	1.74406e-04
40.12	1.74478e-04
40.14	1.74192e-04
40.16	1.73919e-04
40.18	1.73987e-04
40.2	1.74054e-04
40.22	1.74119e-04
40.24	1.74190e-04
40.26	1.74265e-04
40.28	1.73626e-04
40.3	1.73692e-04
40.32	1.73762e-04
40.34	1.73823e-04
40.36	1.73889e-04
40.38	1.73962e-04
40.4	1.74032e-04
40.42	1.74109e-04
40.44	1.73824e-04
40.46	1.73556e-04
40.48	1.73621e-04
40.5	1.73698e-04
40.52	1.73425e-04
40.54	1.73493e-04
40.56	1.73564e-04
40.58	1.73292e-04
40.6	1.73375e-04
40.62	1.72734e-04
40.64	1.72798e-04
40.66	1.72864e-04
40.68	1.72935e-04
40.7	1.73000e-04
40.72	1.73066e-04
40.74	1.73129e-04
40.76	1.73198e-04
40.78	1.73271e-04
40.8	1.72991e-04
40.82	1.73058e-04
40.84	1.73130e-04
40.86	1.73202e-04
40.88	1.73276e-04
40.9	1.73027e-04
40.92	1.73099e-04
40.94	1.73180e-04
40.96	1.72906e-04
40.98	1.72987e-04
41	1.72733e-04
41.02	1.72476e-04
41.04	1.72211e-04
41.06	1.72293e-04
41.08	1.72388e-04
41.1	1.72494e-04
41.12	1.70948e-04
41.14	1.69215e-04
41.16	1.68568e-04
41.18	1.67920e-04
41.2	1.67640e-04
41.22	1.67357e-04
41.24	1.66717e-04
41.26	1.66794e-04
41.28	1.66499e-04
41.3	1.66211e-04
41.32	1.66287e-04
41.34	1.65641e-04
41.36	1.65709e-04
41.38	1.65416e-04
41.4	1.65488e-04
41.42	1.65197e-04
41.44	1.65266e-04
41.46	1.65342e-04
41.48	1.65067e-04
41.5	1.64079e-04
41.52	1.64152e-04
41.54	1.63849e-04
41.56	1.63910e-04
41.58	1.63975e-04
41.6	1.63679e-04
41.62	1.63747e-04
41.64	1.63812e-04
41.66	1.63885e-04
41.68	1.63584e-04
41.7	1.63652e-04
41.72	1.63371e-04
41.74	1.63445e-04
41.76	1.62789e-04
41.78	1.62850e-04
41.8	1.62912e-04
41.82	1.62976e-04
41.84	1.62685e-04
41.86	1.62749e-04
41.88	1.62810e-04
41.9	1.62868e-04
41.92	1.62936e-04
41.94	1.63011e-04
41.96	1.62711e-04
41.98	1.62439e-04
42	1.62154e-04
42.02	1.62218e-04
42.04	1.62301e-04
42.06	1.61644e-04
42.08	1.61703e-04
42.1	1.61762e-04
42.12	1.61824e-04
42.14	1.61540e-04
42.16	1.61603e-04
42.18	1.61307e-04
42.2	1.61365e-04
42.22	1.61430e-04
42.24	1.61490e-04
42.26	1.61553e-04
42.28	1.61614e-04
42.3	1.61678e-04
42.32	1.61382e-04
42.34	1.61448e-04
42.36	1.61159e-04
42.38	1.61219e-04
42.4	1.61281e-04
42.42	1.61345e-04
42.44	1.61411e-04
42.46	1.61481e-04
42.48	1.61190e-04
42.5	1.60559e-04
42.52	1.60623e-04
42.54	1.60682e-04
42.56	1.60743e-04
42.58	1.60812e-04
42.6	1.60520e-04
42.62	1.60587e-04
42.64	1.60289e-04
42.66	1.60351e-04
42.68	1.60419e-04
42.7	1.60124e-04
42.72	1.60183e-04
42.74	1.60241e-04
42.76	1.60296e-04
42.78	1.60359e-04
42.8	1.60427e-04
42.82	1.60131e-04
42.84	1.60192e-04
42.86	1.60252e-04
42.88	1.60312e-04
42.9	1.60376e-04
42.92	1.60437e-04
42.94	1.60498e-04
42.96	1.60565e-04
42.98	1.60640e-04
43	1.60219e-04
43.02	1.59577e-04
43.04	1.59648e-04
43.06	1.58997e-04
43.08	1.59057e-04
43.1	1.59113e-04
43.12	1.59176e-04
43.14	1.59240e-04
43.16	1.59294e-04
43.18	1.59361e-04
43.2	1.59425e-04
43.22	1.59494e-04
43.24	1.59192e-04
43.26	1.59248e-04
43.28	1.59316e-04
43.3	1.59376e-04
43.32	1.59434e-04
43.34	1.59501e-04
43.36	1.59567e-04
43.38	1.59630e-04
43.4	1.59698e-04
43.42	1.59771e-04
43.44	1.59488e-04
43.46	1.59202e-04
43.48	1.59267e-04
43.5	1.59339e-04
43.52	1.59410e-04
43.54	1.59495e-04
43.56	1.58879e-04
43.58	1.58965e-04
43.6	1.59051e-04
43.62	1.59148e-04
43.64	1.59304e-04
43.66	1.56191e-04
43.68	1.55155e-04
43.7	1.54871e-04
43.72	1.54214e-04
43.74	1.53913e-04
43.76	1.53613e-04
43.78	1.53310e-04
43.8	1.53011e-04
43.82	1.53082e-04
43.84	1.52782e-04
43.86	1.52496e-04
43.88	1.52183e-04
43.9	1.52253e-04
43.92	1.51944e-04
43.94	1.52007e-04
43.96	1.51708e-04
43.98	1.51413e-04
44	1.51477e-04
44.02	1.51170e-04
44.04	1.51235e-04
44.06	1.51301e-04
44.08	1.50642e-04
44.1	1.50701e-04
44.12	1.50411e-04
44.14	1.50107e-04
44.16	1.50168e-04
44.18	1.50227e-04
44.2	1.50285e-04
44.22	1.49982e-04
44.24	1.50044e-04
44.26	1.50106e-04
44.28	1.49818e-04
44.3	1.49522e-04
44.32	1.49204e-04
44.34	1.49260e-04
44.36	1.49316e-04
44.38	1.49379e-04
44.4	1.49439e-04
44.42	1.49125e-04
44.44	1.49182e-04
44.46	1.49236e-04
44.48	1.49294e-04
44.5	1.49359e-04
44.52	1.49052e-04
44.54	1.49109e-04
44.56	1.49170e-04
44.58	1.49232e-04
44.6	1.48934e-04
44.62	1.49008e-04
44.64	1.48336e-04
44.66	1.48390e-04
44.68	1.48457e-04
44.7	1.48160e-04
44.72	1.48218e-04
44.74	1.48281e-04
44.76	1.47617e-04
44.78	1.47672e-04
44.8	1.47727e-04
44.82	1.47781e-04
44.84	1.47837e-04
44.86	1.47889e-04
44.88	1.47948e-04
44.9	1.48020e-04
44.92	1.47705e-04
44.94	1.47767e-04
44.96	1.47457e-04
44.98	1.47511e-04
45	1.47565e-04
45.02	1.47623e-04
45.04	1.47678e-04
45.06	1.47742e-04
45.08	1.47428e-04
45.1	1.47483e-04
45.12	1.47542e-04
45.14	1.47598e-04
45.16	1.47656e-04
45.18	1.47716e-04
45.2	1.47424e-04
45.22	1.47487e-04
45.24	1.47185e-04
45.26	1.46382e-04
45.28	1.46436e-04
45.3	1.46496e-04
45.32	1.46191e-04
45.34	1.46247e-04
45.36	1.46298e-04
45.38	1.46355e-04
45.4	1.46409e-04
45.42	1.46468e-04
45.44	1.46158e-04
45.46	1.46208e-04
45.48	1.46263e-04
45.5	1.46319e-04
45.52	1.46373e-04
45.54	1.46426e-04
45.56	1.46483e-04
45.58	1.46536e-04
45.6	1.46595e-04
45.62	1.46657e-04
45.64	1.46348e-04
45.66	1.46405e-04
45.68	1.46464e-04
45.7	1.46527e-04
45.72	1.46223e-04
45.74	1.46280e-04
45.76	1.46341e-04
45.78	1.46046e-04
45.8	1.45745e-04
45.82	1.45799e-04
45.84	1.45856e-04
45.86	1.45924e-04
45.88	1.45608e-04
45.9	1.45661e-04
45.92	1.45716e-04
45.94	1.45772e-04
45.96	1.45824e-04
45.98	1.45881e-04
46	1.45940e-04
46.02	1.45999e-04
46.04	1.46057e-04
46.06	1.46115e-04
46.08	1.46175e-04
46.1	1.46236e-04
46.12	1.45934e-04
46.14	1.46002e-04
46.16	1.45694e-04
46.18	1.45754e-04
46.2	1.45815e-04
46.22	1.45873e-04
