# BINNING-AGE: MIN=-0.01 BINWIDTH=0.02
# GP-LABEL-AGE: Age / Myr
# 1: AGE / Myr	2: probability
46.24	1.45937e-04
46.26	1.46003e-04
46.28	1.46076e-04
46.3	1.46155e-04
46.32	1.46233e-04
46.34	1.45960e-04
46.36	1.46049e-04
46.38	1.45780e-04
46.4	1.45929e-04
46.42	1.42408e-04
46.44	1.41731e-04
46.46	1.41049e-04
46.48	1.40746e-04
46.5	1.40439e-04
46.52	1.40128e-04
46.54	1.39814e-04
46.56	1.39886e-04
46.58	1.39566e-04
46.6	1.39266e-04
46.62	1.38958e-04
46.64	1.38645e-04
46.66	1.38707e-04
46.68	1.38029e-04
46.7	1.38084e-04
46.72	1.38143e-04
46.74	1.37822e-04
46.76	1.37877e-04
46.78	1.37939e-04
46.8	1.37615e-04
46.82	1.37672e-04
46.84	1.37733e-04
46.86	1.37412e-04
46.88	1.37470e-04
46.9	1.37525e-04
46.92	1.37596e-04
46.94	1.36912e-04
46.96	1.36969e-04
46.98	1.37032e-04
47	1.36725e-04
47.02	1.36402e-04
47.04	1.36460e-04
47.06	1.36157e-04
47.08	1.36217e-04
47.1	1.35540e-04
47.12	1.35588e-04
47.14	1.35637e-04
47.16	1.35689e-04
47.18	1.35739e-04
47.2	1.35802e-04
47.22	1.35478e-04
47.24	1.35530e-04
47.26	1.35583e-04
47.28	1.35632e-04
47.3	1.35688e-04
47.32	1.35380e-04
47.34	1.35059e-04
47.36	1.35108e-04
47.38	1.35160e-04
47.4	1.35210e-04
47.42	1.35264e-04
47.44	1.35326e-04
47.46	1.34999e-04
47.48	1.35051e-04
47.5	1.35102e-04
47.52	1.35154e-04
47.54	1.35214e-04
47.56	1.34908e-04
47.58	1.34969e-04
47.6	1.34647e-04
47.62	1.34708e-04
47.64	1.34392e-04
47.66	1.34444e-04
47.68	1.34500e-04
47.7	1.34189e-04
47.72	1.33732e-04
47.74	1.33409e-04
47.76	1.33453e-04
47.78	1.33507e-04
47.8	1.33553e-04
47.82	1.33602e-04
47.84	1.33648e-04
47.86	1.33700e-04
47.88	1.33751e-04
47.9	1.33811e-04
47.92	1.33486e-04
47.94	1.33531e-04
47.96	1.33583e-04
47.98	1.33632e-04
48	1.33681e-04
48.02	1.33733e-04
48.04	1.33785e-04
48.06	1.33839e-04
48.08	1.33906e-04
48.1	1.33214e-04
48.12	1.33266e-04
48.14	1.33315e-04
48.16	1.33370e-04
48.18	1.33428e-04
48.2	1.33114e-04
48.22	1.32802e-04
48.24	1.32851e-04
48.26	1.32900e-04
48.28	1.32953e-04
48.3	1.32631e-04
48.32	1.32680e-04
48.34	1.32727e-04
48.36	1.32776e-04
48.38	1.32828e-04
48.4	1.32876e-04
48.42	1.32926e-04
48.44	1.32980e-04
48.46	1.33032e-04
48.48	1.33081e-04
48.5	1.33143e-04
48.52	1.32453e-04
48.54	1.32499e-04
48.56	1.32551e-04
48.58	1.32599e-04
48.6	1.32650e-04
48.62	1.32699e-04
48.64	1.32748e-04
48.66	1.32796e-04
48.68	1.32849e-04
48.7	1.32898e-04
48.72	1.32953e-04
48.74	1.33008e-04
48.76	1.32693e-04
48.78	1.32751e-04
48.8	1.32434e-04
48.82	1.32483e-04
48.84	1.32535e-04
48.86	1.32586e-04
48.88	1.32642e-04
48.9	1.32333e-04
48.92	1.32386e-04
48.94	1.32443e-04
48.96	1.32500e-04
48.98	1.32178e-04
49	1.32232e-04
49.02	1.31917e-04
49.04	1.31969e-04
49.06	1.32018e-04
49.08	1.32068e-04
49.1	1.32121e-04
49.12	1.32171e-04
49.14	1.32223e-04
49.16	1.32277e-04
49.18	1.32328e-04
49.2	1.32387e-04
49.22	1.32443e-04
49.24	1.32500e-04
49.26	1.32556e-04
49.28	1.32621e-04
49.3	1.32695e-04
49.32	1.32389e-04
49.34	1.32463e-04
49.36	1.32540e-04
49.38	1.32616e-04
49.4	1.32706e-04
49.42	1.32821e-04
49.44	1.30046e-04
49.46	1.28611e-04
49.48	1.27919e-04
49.5	1.27609e-04
49.52	1.27294e-04
49.54	1.26975e-04
49.56	1.26656e-04
49.58	1.26333e-04
49.6	1.26018e-04
49.62	1.25716e-04
49.64	1.25017e-04
49.66	1.25070e-04
49.68	1.24745e-04
49.7	1.24799e-04
49.72	1.24855e-04
49.74	1.24520e-04
49.76	1.24574e-04
49.78	1.24246e-04
49.8	1.24296e-04
49.82	1.24352e-04
49.84	1.24024e-04
49.86	1.24076e-04
49.88	1.24127e-04
49.9	1.24187e-04
49.92	1.23854e-04
49.94	1.23911e-04
49.96	1.23598e-04
49.98	1.22903e-04
50	1.22951e-04
50.02	1.22998e-04
50.04	1.23047e-04
50.06	1.23103e-04
50.08	1.22772e-04
50.1	1.22823e-04
50.12	1.22499e-04
50.14	1.22548e-04
50.16	1.22604e-04
50.18	1.22267e-04
50.2	1.22317e-04
50.22	1.22363e-04
50.24	1.22413e-04
50.26	1.22462e-04
50.28	1.22137e-04
50.3	1.22191e-04
50.32	1.21865e-04
50.34	1.21912e-04
50.36	1.21961e-04
50.38	1.21491e-04
50.4	1.21161e-04
50.42	1.21206e-04
50.44	1.21252e-04
50.46	1.21298e-04
50.48	1.21345e-04
50.5	1.21393e-04
50.52	1.21455e-04
50.54	1.20746e-04
50.56	1.20791e-04
50.58	1.20837e-04
50.6	1.20885e-04
50.62	1.20929e-04
50.64	1.20977e-04
50.66	1.21026e-04
50.68	1.20701e-04
50.7	1.20376e-04
50.72	1.20421e-04
50.74	1.20463e-04
50.76	1.20515e-04
50.78	1.20559e-04
50.8	1.20605e-04
50.82	1.20658e-04
50.84	1.19960e-04
50.86	1.20001e-04
50.88	1.20044e-04
50.9	1.20086e-04
50.92	1.20134e-04
50.94	1.20179e-04
50.96	1.20224e-04
50.98	1.20268e-04
51	1.20317e-04
51.02	1.19991e-04
51.04	1.20034e-04
51.06	1.20081e-04
51.08	1.20131e-04
51.1	1.20182e-04
51.12	1.19493e-04
51.14	1.19535e-04
51.16	1.19576e-04
51.18	1.19622e-04
51.2	1.19671e-04
51.22	1.19341e-04
51.24	1.19382e-04
51.26	1.19425e-04
51.28	1.19466e-04
51.3	1.19510e-04
51.32	1.19552e-04
51.34	1.19598e-04
51.36	1.19644e-04
51.38	1.19688e-04
51.4	1.19730e-04
51.42	1.19783e-04
51.44	1.19453e-04
51.46	1.19498e-04
51.48	1.19541e-04
51.5	1.19587e-04
51.52	1.19635e-04
51.54	1.19685e-04
51.56	1.19739e-04
51.58	1.19411e-04
51.6	1.19088e-04
51.62	1.19132e-04
51.64	1.19181e-04
51.66	1.19232e-04
51.68	1.18898e-04
51.7	1.18942e-04
51.72	1.18987e-04
51.74	1.19034e-04
51.76	1.18710e-04
51.78	1.18753e-04
51.8	1.18797e-04
51.82	1.18839e-04
51.84	1.18883e-04
51.86	1.18929e-04
51.88	1.18973e-04
51.9	1.19020e-04
51.92	1.19073e-04
51.94	1.18741e-04
51.96	1.18784e-04
51.98	1.18829e-04
52	1.18874e-04
52.02	1.18920e-04
52.04	1.18972e-04
52.06	1.18640e-04
52.08	1.18687e-04
52.1	1.18733e-04
52.12	1.18778e-04
52.14	1.18823e-04
52.16	1.18869e-04
52.18	1.18913e-04
52.2	1.18968e-04
52.22	1.18634e-04
52.24	1.18680e-04
52.26	1.18727e-04
52.28	1.18772e-04
52.3	1.18819e-04
52.32	1.18865e-04
52.34	1.18914e-04
52.36	1.18964e-04
52.38	1.19016e-04
52.4	1.19071e-04
52.42	1.18758e-04
52.44	1.18430e-04
52.46	1.18481e-04
52.48	1.18528e-04
52.5	1.18587e-04
52.52	1.18263e-04
52.54	1.18315e-04
52.56	1.18373e-04
52.58	1.18045e-04
52.6	1.18097e-04
52.62	1.18153e-04
52.64	1.18217e-04
52.66	1.18282e-04
52.68	1.18349e-04
52.7	1.18415e-04
52.72	1.18488e-04
52.74	1.18578e-04
52.76	1.18701e-04
52.78	1.15845e-04
52.8	1.14763e-04
52.82	1.14444e-04
52.84	1.13359e-04
52.86	1.13031e-04
52.88	1.13091e-04
52.9	1.12758e-04
52.92	1.12423e-04
52.94	1.12090e-04
52.96	1.12143e-04
52.98	1.11811e-04
53	1.11859e-04
53.02	1.11529e-04
53.04	1.11576e-04
53.06	1.11631e-04
53.08	1.11298e-04
53.1	1.11356e-04
53.12	1.11040e-04
53.14	1.10708e-04
53.16	1.10376e-04
53.18	1.10433e-04
53.2	1.09719e-04
53.22	1.09762e-04
53.24	1.09810e-04
53.26	1.09480e-04
53.28	1.09147e-04
53.3	1.09189e-04
53.32	1.09233e-04
53.34	1.09284e-04
53.36	1.08936e-04
53.38	1.08977e-04
53.4	1.09023e-04
53.42	1.09068e-04
53.44	1.08728e-04
53.46	1.08769e-04
53.48	1.08812e-04
53.5	1.08858e-04
53.52	1.08901e-04
53.54	1.08565e-04
53.56	1.08609e-04
53.58	1.08281e-04
53.6	1.08324e-04
53.62	1.08366e-04
53.64	1.08415e-04
53.66	1.08073e-04
53.68	1.08115e-04
53.7	1.08167e-04
53.72	1.07826e-04
53.74	1.07867e-04
53.76	1.07909e-04
53.78	1.07577e-04
53.8	1.07616e-04
53.82	1.07657e-04
53.84	1.07698e-04
53.86	1.07740e-04
53.88	1.07784e-04
53.9	1.07457e-04
53.92	1.07510e-04
53.94	1.07162e-04
53.96	1.07200e-04
53.98	1.07248e-04
54	1.06914e-04
54.02	1.06950e-04
54.04	1.06990e-04
54.06	1.07033e-04
54.08	1.06695e-04
54.1	1.06732e-04
54.12	1.06774e-04
54.14	1.06812e-04
54.16	1.06849e-04
54.18	1.06889e-04
54.2	1.06931e-04
54.22	1.06971e-04
54.24	1.07017e-04
54.26	1.06679e-04
54.28	1.06718e-04
54.3	1.06761e-04
54.32	1.06809e-04
54.34	1.06471e-04
54.36	1.06510e-04
54.38	1.06550e-04
54.4	1.06595e-04
54.42	1.06639e-04
54.44	1.06313e-04
54.46	1.05967e-04
54.48	1.06006e-04
54.5	1.06043e-04
54.52	1.06081e-04
54.54	1.06122e-04
54.56	1.06158e-04
54.58	1.06199e-04
54.6	1.06241e-04
54.62	1.06282e-04
54.64	1.06324e-04
54.66	1.05984e-04
54.68	1.06027e-04
54.7	1.06077e-04
54.72	1.05733e-04
54.74	1.05772e-04
54.76	1.05810e-04
54.78	1.05848e-04
54.8	1.05889e-04
54.82	1.05931e-04
54.84	1.05972e-04
54.86	1.06014e-04
54.88	1.06064e-04
54.9	1.05725e-04
54.92	1.05389e-04
54.94	1.05430e-04
54.96	1.05470e-04
54.98	1.05511e-04
55	1.05179e-04
55.02	1.05215e-04
55.04	1.05251e-04
55.06	1.05291e-04
55.08	1.05332e-04
55.1	1.05371e-04
55.12	1.05411e-04
55.14	1.05074e-04
55.16	1.05109e-04
55.18	1.05148e-04
55.2	1.05185e-04
55.22	1.05225e-04
55.24	1.05261e-04
55.26	1.05301e-04
55.28	1.05340e-04
55.3	1.05380e-04
55.32	1.05418e-04
55.34	1.05462e-04
55.36	1.05502e-04
55.38	1.05547e-04
55.4	1.05595e-04
55.42	1.05260e-04
55.44	1.04920e-04
55.46	1.04964e-04
55.48	1.05001e-04
55.5	1.05039e-04
55.52	1.05080e-04
55.54	1.05125e-04
55.56	1.04786e-04
55.58	1.04824e-04
55.6	1.04868e-04
55.62	1.04911e-04
55.64	1.04952e-04
55.66	1.04994e-04
55.68	1.05036e-04
55.7	1.05085e-04
55.72	1.04370e-04
55.74	1.04408e-04
55.76	1.04445e-04
55.78	1.04486e-04
55.8	1.04524e-04
55.82	1.04562e-04
55.84	1.04605e-04
55.86	1.04644e-04
55.88	1.04682e-04
55.9	1.04725e-04
55.92	1.04766e-04
55.94	1.04810e-04
55.96	1.04857e-04
55.98	1.04526e-04
56	1.04567e-04
56.02	1.04610e-04
56.04	1.04276e-04
56.06	1.04314e-04
56.08	1.04356e-04
56.1	1.04400e-04
56.12	1.04440e-04
56.14	1.04480e-04
56.16	1.04524e-04
56.18	1.04570e-04
56.2	1.04613e-04
56.22	1.04659e-04
56.24	1.04703e-04
56.26	1.04753e-04
56.28	1.04806e-04
56.3	1.04864e-04
56.32	1.04924e-04
56.34	1.04992e-04
56.36	1.05057e-04
56.38	1.05131e-04
56.4	1.04826e-04
56.42	1.04909e-04
56.44	1.05042e-04
56.46	1.01787e-04
56.48	1.00299e-04
56.5	9.99687e-05
56.52	9.92439e-05
56.54	9.89110e-05
56.56	9.89760e-05
56.58	9.82488e-05
56.6	9.79061e-05
56.62	9.79596e-05
56.64	9.76101e-05
56.66	9.76627e-05
56.68	9.73124e-05
56.7	9.73651e-05
56.72	9.70168e-05
56.74	9.70609e-05
56.76	9.71183e-05
56.78	9.63805e-05
56.8	9.64264e-05
56.82	9.60806e-05
56.84	9.61197e-05
56.86	9.61579e-05
56.88	9.62036e-05
56.9	9.58503e-05
56.92	9.58888e-05
56.94	9.59293e-05
56.96	9.59783e-05
56.98	9.56237e-05
57	9.56608e-05
57.02	9.56987e-05
57.04	9.57478e-05
57.06	9.53973e-05
57.08	9.54383e-05
57.1	9.54791e-05
57.12	9.55156e-05
57.14	9.55679e-05
57.16	9.52256e-05
57.18	9.48940e-05
57.2	9.45513e-05
57.22	9.45905e-05
57.24	9.46328e-05
57.26	9.39098e-05
57.28	9.39425e-05
57.3	9.39804e-05
57.32	9.40156e-05
57.34	9.40518e-05
57.36	9.40930e-05
57.38	9.41376e-05
57.4	9.35918e-05
57.42	9.36274e-05
57.44	9.36609e-05
57.46	9.36982e-05
57.48	9.37342e-05
57.5	9.37747e-05
57.52	9.34259e-05
57.54	9.34632e-05
57.56	9.34994e-05
57.58	9.35356e-05
57.6	9.35722e-05
57.62	9.32317e-05
57.64	9.32706e-05
57.66	9.33122e-05
57.68	9.29585e-05
57.7	9.29931e-05
57.72	9.30277e-05
57.74	9.30640e-05
57.76	9.30992e-05
57.78	9.31346e-05
57.8	9.31735e-05
57.82	9.32108e-05
57.84	9.28711e-05
57.86	9.25250e-05
57.88	9.25586e-05
57.9	9.25934e-05
57.92	9.26274e-05
57.94	9.26598e-05
57.96	9.26991e-05
57.98	9.27358e-05
58	9.27735e-05
58.02	9.28194e-05
58.04	9.24671e-05
58.06	9.25026e-05
58.08	9.25443e-05
58.1	9.22108e-05
58.12	9.18578e-05
58.14	9.18922e-05
58.16	9.19222e-05
58.18	9.19573e-05
58.2	9.19934e-05
58.22	9.20340e-05
58.24	9.16797e-05
58.26	9.17122e-05
58.28	9.17453e-05
58.3	9.17775e-05
58.32	9.18109e-05
58.34	9.18449e-05
58.36	9.18797e-05
58.38	9.19143e-05
58.4	9.19451e-05
58.42	9.19834e-05
58.44	9.20241e-05
58.46	9.16765e-05
58.48	9.17104e-05
58.5	9.17457e-05
58.52	9.17824e-05
58.54	9.18215e-05
58.56	9.14788e-05
58.58	9.15138e-05
58.6	9.15572e-05
58.62	9.12073e-05
58.64	9.12395e-05
58.66	9.12742e-05
58.68	9.13110e-05
58.7	9.09630e-05
58.72	9.09942e-05
58.74	9.10253e-05
58.76	9.10597e-05
58.78	9.10920e-05
58.8	9.11220e-05
58.82	9.11580e-05
58.84	9.11893e-05
58.86	9.12247e-05
58.88	9.12591e-05
58.9	9.12953e-05
58.92	9.13307e-05
58.94	9.13651e-05
58.96	9.14095e-05
58.98	9.10666e-05
59	9.07165e-05
59.02	9.07483e-05
59.04	9.07807e-05
59.06	9.08158e-05
59.08	9.08479e-05
59.1	9.08839e-05
59.12	9.09204e-05
59.14	9.09620e-05
59.16	9.06119e-05
59.18	9.06454e-05
59.2	9.06835e-05
59.22	9.07188e-05
59.24	9.07531e-05
59.26	9.07963e-05
59.28	9.04436e-05
59.3	9.04837e-05
59.32	9.01323e-05
59.34	9.01658e-05
59.36	9.01953e-05
59.38	9.02268e-05
59.4	9.02582e-05
59.42	9.02933e-05
59.44	9.03272e-05
59.46	9.03577e-05
59.48	9.03900e-05
59.5	9.04229e-05
59.52	9.04616e-05
59.54	9.04952e-05
59.56	9.05283e-05
59.58	9.05731e-05
59.6	9.02174e-05
59.62	9.02521e-05
59.64	9.02878e-05
59.66	9.03204e-05
59.68	9.03538e-05
59.7	9.03878e-05
59.72	9.04286e-05
59.74	9.00812e-05
59.76	9.01142e-05
59.78	9.01485e-05
59.8	9.01817e-05
59.82	9.02167e-05
59.84	9.02528e-05
59.86	9.02892e-05
59.88	9.03265e-05
59.9	9.03621e-05
59.92	9.04126e-05
59.94	8.96768e-05
59.96	8.97108e-05
59.98	8.97433e-05
60	8.97787e-05
60.02	8.98130e-05
60.04	8.98485e-05
60.06	8.98864e-05
60.08	8.99267e-05
60.1	8.95816e-05
60.12	8.96178e-05
60.14	8.96562e-05
60.16	8.96942e-05
60.18	8.97312e-05
60.2	8.97694e-05
60.22	8.98101e-05
60.24	8.98489e-05
60.26	8.98917e-05
60.28	8.99379e-05
60.3	8.99889e-05
60.32	8.96439e-05
60.34	8.96906e-05
60.36	8.93539e-05
60.38	8.93983e-05
60.4	8.94445e-05
60.42	8.95025e-05
60.44	8.95670e-05
60.46	8.96331e-05
60.48	8.97095e-05
60.5	8.97953e-05
60.52	8.85041e-05
60.54	8.66105e-05
60.56	8.58903e-05
60.58	8.51592e-05
60.6	8.48190e-05
60.62	8.44779e-05
60.64	8.45331e-05
60.66	8.41834e-05
60.68	8.38413e-05
60.7	8.38938e-05
60.72	8.31571e-05
60.74	8.32009e-05
60.76	8.28518e-05
60.78	8.28890e-05
60.8	8.25414e-05
60.82	8.25806e-05
60.84	8.26233e-05
60.86	8.22723e-05
60.88	8.23118e-05
60.9	8.23576e-05
60.92	8.18176e-05
60.94	8.14695e-05
60.96	8.15102e-05
60.98	8.15537e-05
61	8.12006e-05
61.02	8.08540e-05
61.04	8.08901e-05
61.06	8.09330e-05
61.08	8.05738e-05
61.1	8.06069e-05
61.12	8.06406e-05
61.14	8.06835e-05
61.16	7.99479e-05
61.18	7.99785e-05
61.2	8.00091e-05
61.22	8.00407e-05
61.24	8.00743e-05
61.26	8.01148e-05
61.28	7.97523e-05
61.3	7.97800e-05
61.32	7.98107e-05
61.34	7.98437e-05
61.36	7.98794e-05
61.38	7.99206e-05
61.4	7.95535e-05
61.42	7.95856e-05
61.44	7.96174e-05
61.46	7.96465e-05
61.48	7.96820e-05
61.5	7.97164e-05
61.52	7.93610e-05
61.54	7.93952e-05
61.56	7.94279e-05
61.58	7.94615e-05
61.6	7.94949e-05
61.62	7.95384e-05
61.64	7.91850e-05
61.66	7.88336e-05
61.68	7.88644e-05
61.7	7.88962e-05
61.72	7.89391e-05
61.74	7.85822e-05
61.76	7.86112e-05
61.78	7.86441e-05
61.8	7.86792e-05
61.82	7.83368e-05
61.84	7.79746e-05
61.86	7.80017e-05
61.88	7.80291e-05
61.9	7.80574e-05
61.92	7.80893e-05
61.94	7.81183e-05
61.96	7.81469e-05
61.98	7.81820e-05
62	7.78291e-05
62.02	7.78580e-05
62.04	7.78885e-05
62.06	7.79148e-05
62.08	7.79435e-05
62.1	7.79788e-05
62.12	7.80173e-05
62.14	7.76611e-05
62.16	7.76897e-05
62.18	7.77197e-05
62.2	7.73679e-05
62.22	7.73959e-05
62.24	7.74208e-05
62.26	7.74485e-05
62.28	7.74763e-05
62.3	7.75063e-05
62.32	7.75358e-05
62.34	7.75663e-05
62.36	7.75949e-05
62.38	7.76292e-05
62.4	7.76654e-05
62.42	7.73105e-05
62.44	7.73401e-05
62.46	7.73728e-05
62.48	7.70183e-05
62.5	7.70443e-05
62.52	7.70735e-05
62.54	7.71027e-05
62.56	7.71336e-05
62.58	7.71657e-05
62.6	7.71960e-05
62.62	7.72269e-05
62.64	7.72646e-05
62.66	7.69179e-05
62.68	7.65624e-05
62.7	7.65910e-05
62.72	7.66185e-05
62.74	7.66495e-05
62.76	7.62937e-05
62.78	7.63201e-05
62.8	7.63463e-05
62.82	7.63743e-05
62.84	7.64058e-05
62.86	7.64334e-05
62.88	7.64624e-05
62.9	7.64934e-05
62.92	7.61388e-05
62.94	7.61672e-05
62.96	7.61936e-05
62.98	7.62196e-05
63	7.62456e-05
63.02	7.62737e-05
63.04	7.62999e-05
63.06	7.63284e-05
63.08	7.63543e-05
63.1	7.63882e-05
63.12	7.64190e-05
63.14	7.64496e-05
63.16	7.64805e-05
63.18	7.65117e-05
63.2	7.65568e-05
63.22	7.61975e-05
63.24	7.62344e-05
63.26	7.58852e-05
63.28	7.55227e-05
63.3	7.55469e-05
63.32	7.55732e-05
63.34	7.56004e-05
63.36	7.56275e-05
63.38	7.56548e-05
63.4	7.56808e-05
63.42	7.57085e-05
63.44	7.57369e-05
63.46	7.57670e-05
63.48	7.57971e-05
63.5	7.58285e-05
63.52	7.54744e-05
63.54	7.55004e-05
63.56	7.55283e-05
63.58	7.55542e-05
63.6	7.55823e-05
63.62	7.56113e-05
63.64	7.56379e-05
63.66	7.56647e-05
63.68	7.56941e-05
63.7	7.57246e-05
63.72	7.57594e-05
63.74	7.53992e-05
63.76	7.54292e-05
63.78	7.54593e-05
63.8	7.54910e-05
63.82	7.55204e-05
63.84	7.55546e-05
63.86	7.52072e-05
63.88	7.48516e-05
63.9	7.48779e-05
63.92	7.49028e-05
63.94	7.49295e-05
63.96	7.49588e-05
63.98	7.49863e-05
64	7.50113e-05
64.02	7.50386e-05
64.04	7.50666e-05
64.06	7.50960e-05
64.08	7.51280e-05
64.1	7.51623e-05
64.12	7.47992e-05
64.14	7.48304e-05
64.16	7.48579e-05
64.18	7.48848e-05
64.2	7.49133e-05
64.22	7.49556e-05
64.24	7.45921e-05
64.26	7.46167e-05
64.28	7.46446e-05
64.3	7.46725e-05
64.32	7.46970e-05
64.34	7.47233e-05
64.36	7.47501e-05
64.38	7.47795e-05
64.4	7.48065e-05
64.42	7.48351e-05
64.44	7.48605e-05
64.46	7.48909e-05
64.48	7.49218e-05
64.5	7.49495e-05
64.52	7.49817e-05
64.54	7.46295e-05
64.56	7.46584e-05
64.58	7.46882e-05
64.6	7.47170e-05
64.62	7.47585e-05
64.64	7.43973e-05
64.66	7.44231e-05
64.68	7.44514e-05
64.7	7.44783e-05
64.72	7.45078e-05
64.74	7.45366e-05
64.76	7.45676e-05
64.78	7.43994e-05
64.8	7.44260e-05
64.82	7.44537e-05
64.84	7.44856e-05
64.86	7.45225e-05
64.88	7.45617e-05
64.9	7.46004e-05
64.92	7.46424e-05
64.94	7.46896e-05
64.96	7.47427e-05
64.98	7.48055e-05
65	7.44819e-05
65.02	7.45825e-05
65.04	7.47481e-05
65.06	7.10569e-05
65.08	7.03406e-05
65.1	7.00099e-05
65.12	6.96767e-05
65.14	6.93300e-05
65.16	6.89804e-05
65.18	6.86344e-05
65.2	6.86821e-05
65.22	6.83316e-05
65.24	6.83847e-05
65.26	6.76340e-05
65.28	6.76736e-05
65.3	6.73173e-05
65.32	6.73485e-05
65.34	6.69978e-05
65.36	6.70289e-05
65.38	6.70635e-05
65.4	6.67088e-05
65.42	6.67398e-05
65.44	6.67731e-05
65.46	6.68161e-05
65.48	6.64508e-05
65.5	6.64841e-05
65.52	6.65298e-05
65.54	6.57855e-05
65.56	6.58113e-05
65.58	6.58388e-05
65.6	6.58682e-05
65.62	6.59021e-05
65.64	6.55411e-05
65.66	6.55674e-05
65.68	6.55945e-05
65.7	6.56247e-05
65.72	6.56620e-05
65.74	6.52979e-05
65.76	6.53232e-05
65.78	6.53496e-05
65.8	6.53822e-05
65.82	6.54124e-05
65.84	6.50627e-05
65.86	6.50875e-05
65.88	6.51162e-05
65.9	6.51465e-05
65.92	6.47914e-05
65.94	6.48248e-05
65.96	6.48749e-05
65.98	6.45097e-05
66	6.41491e-05
66.02	6.41846e-05
66.04	6.38200e-05
66.06	6.38451e-05
66.08	6.38731e-05
66.1	6.35198e-05
66.12	6.35411e-05
66.14	6.35634e-05
66.16	6.35884e-05
66.18	6.36112e-05
66.2	6.36337e-05
66.22	6.36616e-05
66.24	6.36895e-05
66.26	6.33344e-05
66.28	6.33572e-05
66.3	6.33788e-05
66.32	6.34038e-05
66.34	6.34253e-05
66.36	6.34492e-05
66.38	6.34735e-05
66.4	6.35038e-05
66.42	6.35347e-05
66.44	6.31759e-05
66.46	6.32001e-05
66.48	6.32243e-05
66.5	6.32478e-05
66.52	6.32732e-05
66.54	6.33032e-05
66.56	6.33382e-05
66.58	6.29736e-05
66.6	6.30012e-05
66.62	6.26492e-05
66.64	6.26709e-05
66.66	6.26945e-05
66.68	6.27204e-05
66.7	6.27435e-05
66.72	6.27653e-05
66.74	6.27932e-05
66.76	6.28199e-05
66.78	6.28549e-05
66.8	6.24931e-05
66.82	6.25263e-05
66.84	6.21685e-05
66.86	6.21907e-05
66.88	6.22185e-05
66.9	6.18519e-05
66.92	6.18746e-05
66.94	6.18957e-05
66.96	6.19179e-05
66.98	6.19414e-05
67	6.19629e-05
67.02	6.19889e-05
67.04	6.20187e-05
67.06	6.20591e-05
67.08	6.16906e-05
67.1	6.17153e-05
67.12	6.17401e-05
67.14	6.17744e-05
67.16	6.14038e-05
67.18	6.14255e-05
67.2	6.14455e-05
67.22	6.14679e-05
67.24	6.14909e-05
67.26	6.15117e-05
67.28	6.15375e-05
67.3	6.15664e-05
67.32	6.12136e-05
67.34	6.12329e-05
67.36	6.12533e-05
67.38	6.12756e-05
67.4	6.12963e-05
67.42	6.13173e-05
67.44	6.13401e-05
67.46	6.13632e-05
67.48	6.13869e-05
67.5	6.14098e-05
67.52	6.14336e-05
67.54	6.14597e-05
67.56	6.14846e-05
67.58	6.15165e-05
67.6	6.11660e-05
67.62	6.11954e-05
67.64	6.08270e-05
67.66	6.08511e-05
67.68	6.08731e-05
67.7	6.08957e-05
67.72	6.09204e-05
67.74	6.09468e-05
67.76	6.05876e-05
67.78	6.06122e-05
67.8	6.06333e-05
67.82	6.06552e-05
67.84	6.06812e-05
67.86	6.07067e-05
67.88	6.07334e-05
67.9	6.07737e-05
67.92	6.00198e-05
67.94	6.00394e-05
67.96	6.00601e-05
67.98	6.00790e-05
68	6.01014e-05
68.02	6.01212e-05
68.04	6.01417e-05
68.06	6.01608e-05
68.08	6.01830e-05
68.1	6.02038e-05
68.12	6.02264e-05
68.14	6.02471e-05
68.16	6.02699e-05
68.18	6.02927e-05
68.2	6.03181e-05
68.22	6.03469e-05
68.24	5.99932e-05
68.26	6.00141e-05
68.28	6.00361e-05
68.3	6.00570e-05
68.32	6.00801e-05
68.34	6.01026e-05
68.36	6.01273e-05
68.38	6.01512e-05
68.4	6.01766e-05
68.42	5.98189e-05
68.44	5.98401e-05
68.46	5.98616e-05
68.48	5.98882e-05
68.5	5.99166e-05
68.52	5.95478e-05
68.54	5.95710e-05
68.56	5.95944e-05
68.58	5.96209e-05
68.6	5.96612e-05
68.62	5.92879e-05
68.64	5.93098e-05
68.66	5.93289e-05
68.68	5.93496e-05
68.7	5.93689e-05
68.72	5.93884e-05
68.74	5.94108e-05
68.76	5.94303e-05
68.78	5.94501e-05
68.8	5.94712e-05
68.82	5.94906e-05
68.84	5.95137e-05
68.86	5.95380e-05
68.88	5.95591e-05
68.9	5.95819e-05
68.92	5.96043e-05
68.94	5.96282e-05
68.96	5.96557e-05
68.98	5.96888e-05
69	5.91373e-05
69.02	5.91589e-05
69.04	5.91818e-05
69.06	5.92022e-05
69.08	5.92264e-05
69.1	5.92525e-05
69.12	5.92833e-05
69.14	5.89104e-05
69.16	5.89316e-05
69.18	5.89498e-05
69.2	5.89713e-05
69.22	5.89916e-05
69.24	5.90123e-05
69.26	5.90334e-05
69.28	5.90562e-05
69.3	5.90775e-05
69.32	5.91012e-05
69.34	5.91255e-05
69.36	5.91476e-05
69.38	5.91728e-05
69.4	5.92018e-05
69.42	5.92459e-05
69.44	5.88851e-05
69.46	5.85125e-05
69.48	5.85300e-05
69.5	5.85496e-05
