# BINNING-MINI: MIN=-0.1 BINWIDTH=0.2
# GP-LABEL-MINI: M_{ini} / M_{/CMSY10 \014}
# 1: MINI / Msun	2: probability
240.6	2.61658e-07
240.8	2.60937e-07
241	2.60123e-07
241.2	2.59273e-07
241.4	2.58508e-07
241.6	2.57737e-07
241.8	2.56978e-07
242	2.56351e-07
242.2	2.50020e-07
242.4	2.49345e-07
242.6	2.48663e-07
242.8	2.47920e-07
243	2.47314e-07
243.2	2.46717e-07
243.4	2.45972e-07
243.6	2.45313e-07
243.8	2.44719e-07
244	2.44130e-07
244.2	2.43329e-07
244.4	2.42668e-07
244.6	2.42086e-07
244.8	2.41502e-07
245	2.40857e-07
245.2	2.40211e-07
245.4	2.39485e-07
245.6	2.38912e-07
245.8	2.38203e-07
246	2.37630e-07
246.2	2.36927e-07
246.4	2.36363e-07
246.6	2.35644e-07
246.8	2.35083e-07
247	2.34520e-07
247.2	2.33901e-07
247.4	2.33272e-07
247.6	2.32647e-07
247.8	2.32019e-07
248	2.31366e-07
248.2	2.30820e-07
248.4	2.30207e-07
248.6	2.29665e-07
248.8	2.28981e-07
249	2.28444e-07
249.2	2.27904e-07
249.4	2.27369e-07
249.6	2.26832e-07
249.8	2.26241e-07
250	2.25707e-07
250.2	2.25102e-07
250.4	2.24370e-07
250.6	2.23779e-07
250.8	2.23258e-07
251	2.22737e-07
251.2	2.22157e-07
251.4	2.21563e-07
251.6	2.21054e-07
251.8	2.20537e-07
252	2.20027e-07
252.2	2.19446e-07
252.4	2.18938e-07
252.6	2.18370e-07
252.8	2.17660e-07
253	2.17158e-07
253.2	2.16658e-07
253.4	2.16099e-07
253.6	2.15598e-07
253.8	2.15032e-07
254	2.14466e-07
254.2	2.13905e-07
254.4	2.13357e-07
254.6	2.12864e-07
254.8	2.12309e-07
255	2.11821e-07
255.2	2.11270e-07
255.4	2.10714e-07
255.6	2.10235e-07
255.8	2.09690e-07
256	2.09215e-07
256.2	2.08617e-07
256.4	2.08140e-07
256.6	2.07537e-07
256.8	2.07064e-07
257	2.06526e-07
257.2	2.06055e-07
257.4	2.05590e-07
257.6	2.05122e-07
257.8	2.04660e-07
258	2.04069e-07
258.2	2.03606e-07
258.4	2.03083e-07
258.6	2.02588e-07
258.8	2.01916e-07
259	2.01217e-07
259.2	2.00710e-07
259.4	2.00202e-07
259.6	1.99684e-07
259.8	1.99178e-07
260	1.98734e-07
260.2	1.98171e-07
260.4	1.97729e-07
260.6	1.97227e-07
260.8	1.96788e-07
261	1.96353e-07
261.2	1.95788e-07
261.4	1.95356e-07
261.6	1.94799e-07
261.8	1.94251e-07
262	1.93768e-07
262.2	1.93336e-07
262.4	1.92909e-07
262.6	1.92355e-07
262.8	1.91935e-07
263	1.91512e-07
263.2	1.90961e-07
263.4	1.90485e-07
263.6	1.90067e-07
263.8	1.89524e-07
264	1.89109e-07
264.2	1.88689e-07
264.4	1.88162e-07
264.6	1.87750e-07
264.8	1.87273e-07
265	1.86865e-07
265.2	1.86453e-07
265.4	1.85894e-07
265.6	1.85429e-07
265.8	1.84967e-07
266	1.84563e-07
266.2	1.84158e-07
266.4	1.83696e-07
266.6	1.83242e-07
266.8	1.82840e-07
267	1.82380e-07
267.2	1.81985e-07
267.4	1.81532e-07
267.6	1.81139e-07
267.8	1.80691e-07
268	1.80184e-07
268.2	1.79735e-07
268.4	1.79345e-07
268.6	1.78959e-07
268.8	1.78571e-07
269	1.78187e-07
269.2	1.77751e-07
269.4	1.77366e-07
269.6	1.76925e-07
269.8	1.76485e-07
270	1.76109e-07
270.2	1.75680e-07
270.4	1.75301e-07
270.6	1.74871e-07
270.8	1.74448e-07
271	1.74072e-07
271.2	1.73640e-07
271.4	1.73267e-07
271.6	1.72899e-07
271.8	1.72476e-07
272	1.72106e-07
272.2	1.71740e-07
272.4	1.71321e-07
272.6	1.70905e-07
272.8	1.70483e-07
273	1.70118e-07
273.2	1.69759e-07
273.4	1.69258e-07
273.6	1.68743e-07
273.8	1.68334e-07
274	1.67810e-07
274.2	1.67297e-07
274.4	1.66945e-07
274.6	1.66538e-07
274.8	1.66187e-07
275	1.65725e-07
275.2	1.65326e-07
275.4	1.64980e-07
275.6	1.64578e-07
275.8	1.64146e-07
276	1.63749e-07
276.2	1.63355e-07
276.4	1.63014e-07
276.6	1.62669e-07
276.8	1.62273e-07
277	1.61881e-07
277.2	1.61544e-07
277.4	1.61150e-07
277.6	1.60811e-07
277.8	1.60322e-07
278	1.59940e-07
278.2	1.59605e-07
278.4	1.55666e-07
278.6	1.55341e-07
278.8	1.54969e-07
279	1.54594e-07
279.2	1.54273e-07
279.4	1.53954e-07
279.6	1.53633e-07
279.8	1.53316e-07
280	1.52846e-07
280.2	1.52530e-07
280.4	1.52216e-07
280.6	1.51900e-07
280.8	1.51538e-07
281	1.51227e-07
281.2	1.50866e-07
281.4	1.50557e-07
281.6	1.50249e-07
281.8	1.49831e-07
282	1.49526e-07
282.2	1.49169e-07
282.4	1.48812e-07
282.6	1.48460e-07
282.8	1.48154e-07
283	1.47852e-07
283.2	1.47549e-07
283.4	1.47248e-07
283.6	1.46895e-07
283.8	1.46544e-07
284	1.46199e-07
284.2	1.45847e-07
284.4	1.45504e-07
284.6	1.45210e-07
284.8	1.44860e-07
285	1.44567e-07
285.2	1.44275e-07
285.4	1.43980e-07
285.6	1.43643e-07
285.8	1.43250e-07
286	1.42961e-07
286.2	1.42674e-07
286.4	1.42384e-07
286.6	1.42045e-07
286.8	1.41709e-07
287	1.41426e-07
287.2	1.41047e-07
287.4	1.40762e-07
287.6	1.40428e-07
287.8	1.40144e-07
288	1.39864e-07
288.2	1.39558e-07
288.4	1.39277e-07
288.6	1.38998e-07
288.8	1.38552e-07
289	1.38138e-07
289.2	1.37817e-07
289.4	1.37443e-07
289.6	1.37123e-07
289.8	1.36852e-07
290	1.36531e-07
290.2	1.36211e-07
290.4	1.35893e-07
290.6	1.35575e-07
290.8	1.35307e-07
291	1.34946e-07
291.2	1.34629e-07
291.4	1.34361e-07
291.6	1.34050e-07
291.8	1.33786e-07
292	1.33520e-07
292.2	1.33212e-07
292.4	1.32902e-07
292.6	1.32640e-07
292.8	1.32380e-07
293	1.32023e-07
293.2	1.31764e-07
293.4	1.31461e-07
293.6	1.31153e-07
293.8	1.30896e-07
294	1.30637e-07
294.2	1.30382e-07
294.4	1.30036e-07
294.6	1.29730e-07
294.8	1.29477e-07
295	1.29134e-07
295.2	1.28883e-07
295.4	1.28540e-07
295.6	1.28288e-07
295.8	1.28038e-07
296	1.27738e-07
296.2	1.27490e-07
296.4	1.27244e-07
296.6	1.26994e-07
296.8	1.26705e-07
297	1.26460e-07
297.2	1.26123e-07
297.4	1.25879e-07
297.6	1.25634e-07
297.8	1.25343e-07
298	1.25058e-07
298.2	1.24725e-07
298.4	1.24485e-07
298.6	1.24243e-07
298.8	1.24005e-07
299	1.23717e-07
299.2	1.23480e-07
299.4	1.23241e-07
299.6	1.22896e-07
299.8	1.22659e-07
300	1.22432e-07
300.2	1.22199e-07
300.4	1.21965e-07
300.6	1.21733e-07
300.8	1.21500e-07
301	1.21269e-07
301.2	1.20946e-07
301.4	1.20716e-07
301.6	1.20446e-07
301.8	1.20216e-07
302	1.19989e-07
302.2	1.19761e-07
302.4	1.19535e-07
302.6	1.19266e-07
302.8	1.18995e-07
303	1.18771e-07
303.2	1.18546e-07
303.4	1.18323e-07
303.6	1.18098e-07
303.8	1.17832e-07
304	1.17568e-07
304.2	1.17348e-07
304.4	1.17125e-07
304.6	1.16902e-07
304.8	1.16684e-07
305	1.16463e-07
305.2	1.16246e-07
305.4	1.15985e-07
305.6	1.15769e-07
305.8	1.15510e-07
306	1.15291e-07
306.2	1.14919e-07
306.4	1.14664e-07
306.6	1.14451e-07
306.8	1.14132e-07
307	1.13796e-07
307.2	1.13543e-07
307.4	1.13332e-07
307.6	1.13079e-07
307.8	1.12868e-07
308	1.12620e-07
308.2	1.12410e-07
308.4	1.12162e-07
308.6	1.11952e-07
308.8	1.11746e-07
309	1.11455e-07
309.2	1.11125e-07
309.4	1.10921e-07
309.6	1.10674e-07
309.8	1.10470e-07
310	1.10226e-07
310.2	1.10024e-07
310.4	1.09820e-07
310.6	1.09617e-07
310.8	1.09377e-07
311	1.09175e-07
311.2	1.08975e-07
311.4	1.08774e-07
311.6	1.08575e-07
311.8	1.08295e-07
312	1.08058e-07
312.2	1.07860e-07
312.4	1.07662e-07
312.6	1.07427e-07
312.8	1.07230e-07
313	1.07035e-07
313.2	1.06800e-07
313.4	1.06607e-07
313.6	1.06412e-07
313.8	1.06217e-07
314	1.05985e-07
314.2	1.05791e-07
314.4	1.03166e-07
314.6	1.02940e-07
314.8	1.02716e-07
315	1.02530e-07
315.2	1.02342e-07
315.4	1.02158e-07
315.6	1.01972e-07
315.8	1.01790e-07
316	1.01567e-07
316.2	1.01385e-07
316.4	1.01163e-07
316.6	1.00983e-07
316.8	1.00800e-07
317	1.00618e-07
317.2	1.00438e-07
317.4	1.00179e-07
317.6	1.00000e-07
317.8	9.98198e-08
318	9.96423e-08
318.2	9.94257e-08
318.4	9.92460e-08
318.6	9.90309e-08
318.8	9.88529e-08
319	9.86780e-08
319.2	9.85008e-08
319.4	9.83266e-08
319.6	9.81126e-08
319.8	9.79373e-08
320	9.77275e-08
320.2	9.75528e-08
320.4	9.73443e-08
320.6	9.71706e-08
320.8	9.69597e-08
321	9.67868e-08
321.2	9.66165e-08
321.4	9.64442e-08
321.6	9.62724e-08
321.8	9.61037e-08
322	9.59333e-08
322.2	9.57290e-08
322.4	9.55596e-08
322.6	9.53539e-08
322.8	9.51854e-08
323	9.50170e-08
323.2	9.48512e-08
323.4	9.46109e-08
323.6	9.44459e-08
323.8	9.41806e-08
324	9.40169e-08
324.2	9.38510e-08
324.4	9.36502e-08
324.6	9.34874e-08
324.8	9.33228e-08
325	9.31611e-08
325.2	9.29599e-08
325.4	9.27989e-08
325.6	9.26361e-08
325.8	9.24761e-08
326	9.23142e-08
326.2	9.21522e-08
326.4	9.19578e-08
326.6	9.17973e-08
326.8	9.16043e-08
327	9.14060e-08
327.2	9.12126e-08
327.4	9.10537e-08
327.6	9.08953e-08
327.8	9.07389e-08
328	9.05441e-08
328.2	9.03874e-08
328.4	9.02304e-08
328.6	9.00757e-08
328.8	8.99186e-08
329	8.97626e-08
329.2	8.96092e-08
329.4	8.94199e-08
329.6	8.92329e-08
329.8	8.90788e-08
330	8.89265e-08
330.2	8.87731e-08
330.4	8.86221e-08
330.6	8.84151e-08
330.8	8.81953e-08
331	8.79752e-08
331.2	8.77546e-08
331.4	8.75709e-08
331.6	8.74205e-08
331.8	8.72380e-08
332	8.70553e-08
332.2	8.69058e-08
332.4	8.67250e-08
332.6	8.65765e-08
332.8	8.63966e-08
333	8.62490e-08
333.2	8.60692e-08
333.4	8.59224e-08
333.6	8.57763e-08
333.8	8.56316e-08
334	8.54519e-08
334.2	8.53081e-08
334.4	8.51633e-08
334.6	8.49517e-08
334.8	8.48075e-08
335	8.46319e-08
335.2	8.44881e-08
335.4	8.43450e-08
335.6	8.41696e-08
335.8	8.40271e-08
336	8.38536e-08
336.2	8.36789e-08
336.4	8.35393e-08
336.6	8.33979e-08
336.8	8.32570e-08
337	8.31181e-08
337.2	8.29782e-08
337.4	8.28076e-08
337.6	8.26359e-08
337.8	8.24988e-08
338	8.23600e-08
338.2	8.22216e-08
338.4	8.20855e-08
338.6	8.19482e-08
338.8	8.18125e-08
339	8.16085e-08
339.2	8.14410e-08
339.4	8.12711e-08
339.6	8.11372e-08
339.8	8.10015e-08
340	8.08662e-08
340.2	8.07012e-08
340.4	8.05668e-08
340.6	8.04343e-08
340.8	8.02678e-08
341	8.01364e-08
341.2	8.00032e-08
341.4	7.98702e-08
341.6	7.97394e-08
341.8	7.96075e-08
342	7.94773e-08
342.2	7.93123e-08
342.4	7.91831e-08
342.6	7.89029e-08
342.8	7.87741e-08
343	7.86124e-08
343.2	7.84827e-08
343.4	7.83547e-08
343.6	7.82255e-08
343.8	7.80979e-08
344	7.79692e-08
344.2	7.78427e-08
344.4	7.77150e-08
344.6	7.75564e-08
344.8	7.74304e-08
345	7.73034e-08
345.2	7.71461e-08
345.4	7.70192e-08
345.6	7.68948e-08
345.8	7.67381e-08
346	7.66130e-08
346.2	7.64577e-08
346.4	7.62992e-08
346.6	7.61762e-08
346.8	7.60213e-08
347	7.58990e-08
347.2	7.57755e-08
347.4	7.56539e-08
347.6	7.55307e-08
347.8	7.54082e-08
348	7.52874e-08
348.2	7.51654e-08
348.4	7.50448e-08
348.6	7.49229e-08
348.8	7.47415e-08
349	7.46202e-08
349.2	7.44694e-08
349.4	7.43509e-08
349.6	7.42306e-08
349.8	7.40816e-08
350	7.39619e-08
350.2	7.38443e-08
350.4	7.37255e-08
350.6	7.36069e-08
350.8	7.34902e-08
351	7.33715e-08
351.2	7.15680e-08
351.4	7.14532e-08
351.6	7.12809e-08
351.8	7.11666e-08
352	7.10540e-08
352.2	7.09402e-08
352.4	7.08266e-08
352.6	7.07151e-08
352.8	7.06021e-08
353	7.04598e-08
353.2	7.03472e-08
353.4	7.02363e-08
353.6	7.00936e-08
353.8	6.99811e-08
354	6.98706e-08
354.2	6.97295e-08
354.4	6.95909e-08
354.6	6.94805e-08
354.8	6.93716e-08
355	6.92613e-08
355.2	6.91515e-08
355.4	6.90436e-08
355.6	6.89341e-08
355.8	6.88267e-08
356	6.87177e-08
356.2	6.86103e-08
356.4	6.85023e-08
356.6	6.83215e-08
356.8	6.81279e-08
357	6.80205e-08
357.2	6.78558e-08
357.4	6.76919e-08
357.6	6.75871e-08
357.8	6.74808e-08
358	6.73474e-08
358.2	6.72417e-08
358.4	6.71056e-08
358.6	6.69734e-08
358.8	6.68678e-08
359	6.67645e-08
359.2	6.66316e-08
359.4	6.65004e-08
359.6	6.63962e-08
359.8	6.62923e-08
360	6.61903e-08
360.2	6.60009e-08
360.4	6.58996e-08
360.6	6.57966e-08
360.8	6.56957e-08
361	6.55934e-08
361.2	6.54645e-08
361.4	6.53626e-08
361.6	6.52607e-08
361.8	6.51607e-08
362	6.50595e-08
362.2	6.49323e-08
362.4	6.48315e-08
362.6	6.46601e-08
362.8	6.45598e-08
363	6.44599e-08
363.2	6.43338e-08
363.4	6.42346e-08
363.6	6.41082e-08
363.8	6.40096e-08
364	6.38846e-08
364.2	6.37858e-08
364.4	6.36874e-08
364.6	6.35909e-08
364.8	6.34656e-08
365	6.33692e-08
365.2	6.32720e-08
365.4	6.31767e-08
365.6	6.30525e-08
365.8	6.29571e-08
366	6.28606e-08
366.2	6.27370e-08
366.4	6.26422e-08
366.6	6.25464e-08
366.8	6.24523e-08
367	6.23277e-08
367.2	6.22337e-08
367.4	6.21119e-08
367.6	6.19621e-08
367.8	6.18688e-08
368	6.17745e-08
368.2	6.16818e-08
368.4	6.15880e-08
368.6	6.14958e-08
368.8	6.14024e-08
369	6.13088e-08
369.2	6.12173e-08
369.4	6.10710e-08
369.6	6.09798e-08
369.8	6.08871e-08
370	6.07962e-08
370.2	6.06779e-08
370.4	6.05872e-08
370.6	6.04960e-08
370.8	6.04046e-08
371	6.03151e-08
371.2	6.02238e-08
371.4	6.01083e-08
371.6	6.00171e-08
371.8	5.99282e-08
372	5.98383e-08
372.2	5.97485e-08
372.4	5.96600e-08
372.6	5.95430e-08
372.8	5.94028e-08
373	5.93138e-08
373.2	5.92263e-08
373.4	5.91377e-08
373.6	5.90492e-08
373.8	5.89366e-08
374	5.88487e-08
374.2	5.87616e-08
374.4	5.86742e-08
374.6	5.85881e-08
374.8	5.85008e-08
375	5.84151e-08
375.2	5.83282e-08
375.4	5.82160e-08
375.6	5.81307e-08
375.8	5.80447e-08
376	5.79594e-08
376.2	5.78220e-08
376.4	5.77376e-08
376.6	5.76521e-08
376.8	5.75660e-08
377	5.74819e-08
377.2	5.73971e-08
377.4	5.73134e-08
377.6	5.72289e-08
377.8	5.71457e-08
378	5.70366e-08
378.2	5.69540e-08
378.4	5.68698e-08
378.6	5.67610e-08
378.8	5.66788e-08
379	5.65956e-08
379.2	5.64614e-08
379.4	5.63777e-08
379.6	5.62963e-08
379.8	5.62138e-08
380	5.61315e-08
380.2	5.60504e-08
380.4	5.59439e-08
380.6	5.58633e-08
380.8	5.57815e-08
381	5.57008e-08
381.2	5.55948e-08
381.4	5.55138e-08
381.6	5.54339e-08
381.8	5.53517e-08
382	5.52722e-08
382.2	5.51917e-08
382.4	5.51127e-08
382.6	5.50324e-08
382.8	5.49297e-08
383	5.48248e-08
383.2	5.47453e-08
383.4	5.46673e-08
383.6	5.45878e-08
383.8	5.44859e-08
384	5.44070e-08
384.2	5.42905e-08
384.4	5.42120e-08
384.6	5.41336e-08
384.8	5.40567e-08
385	5.38925e-08
385.2	5.37917e-08
385.4	5.36658e-08
385.6	5.35894e-08
385.8	5.34881e-08
386	5.34112e-08
386.2	5.33352e-08
386.4	5.32105e-08
386.6	5.31351e-08
386.8	5.30587e-08
387	5.29599e-08
387.2	5.28839e-08
387.4	5.28093e-08
387.6	5.27090e-08
387.8	5.25853e-08
388	5.12703e-08
388.2	5.11968e-08
388.4	5.11248e-08
388.6	5.10515e-08
388.8	5.09557e-08
389	5.08595e-08
389.2	5.07742e-08
389.4	5.07030e-08
389.6	5.06307e-08
389.8	5.05599e-08
390	5.04642e-08
390.2	5.03936e-08
390.4	5.03218e-08
390.6	5.02266e-08
390.8	5.01567e-08
391	5.00855e-08
391.2	4.99921e-08
391.4	4.99213e-08
391.6	4.98285e-08
391.8	4.97580e-08
392	4.96889e-08
392.2	4.96182e-08
392.4	4.95483e-08
392.6	4.94794e-08
392.8	4.93867e-08
393	4.93183e-08
393.2	4.92486e-08
393.4	4.91570e-08
393.6	4.90641e-08
393.8	4.89953e-08
394	4.89044e-08
394.2	4.88353e-08
394.4	4.87680e-08
394.6	4.86764e-08
394.8	4.86093e-08
395	4.85411e-08
395.2	4.84731e-08
395.4	4.84063e-08
395.6	4.83386e-08
395.8	4.82723e-08
396	4.82048e-08
396.2	4.81158e-08
396.4	4.80031e-08
396.6	4.79373e-08
396.8	4.78696e-08
397	4.78030e-08
397.2	4.77375e-08
397.4	4.76712e-08
397.6	4.76060e-08
397.8	4.75397e-08
398	4.74748e-08
398.2	4.74101e-08
398.4	4.73217e-08
398.6	4.72573e-08
398.8	4.71707e-08
399	4.71046e-08
399.2	4.70407e-08
399.4	4.69764e-08
399.6	4.68902e-08
399.8	4.68255e-08
400	4.59595e-08
400.2	4.58976e-08
400.4	4.58025e-08
400.6	4.57394e-08
400.8	4.56556e-08
401	4.55932e-08
401.2	4.55331e-08
401.4	4.54698e-08
401.6	4.54073e-08
401.8	4.53456e-08
402	4.52832e-08
402.2	4.52209e-08
402.4	4.51596e-08
402.6	4.50884e-08
402.8	4.50280e-08
403	4.49662e-08
403.2	4.49046e-08
403.4	4.48439e-08
403.6	4.47394e-08
403.8	4.46763e-08
404	4.45955e-08
404.2	4.45343e-08
404.4	4.44747e-08
404.6	4.44135e-08
404.8	4.43538e-08
405	4.42941e-08
405.2	4.42329e-08
405.4	4.41749e-08
405.6	4.41152e-08
405.8	4.40543e-08
406	4.39749e-08
406.2	4.39055e-08
406.4	4.39494e-08
406.6	4.38903e-08
406.8	4.38312e-08
407	4.37717e-08
407.2	4.37136e-08
407.4	4.36552e-08
407.6	4.35951e-08
407.8	4.35376e-08
408	4.34803e-08
408.2	4.34211e-08
408.4	4.33648e-08
408.6	4.33050e-08
408.8	4.32470e-08
409	4.31894e-08
409.2	4.31319e-08
409.4	4.30750e-08
409.6	4.29949e-08
409.8	4.29377e-08
410	4.28839e-08
410.2	4.28257e-08
410.4	4.27693e-08
410.6	4.27105e-08
410.8	4.26549e-08
411	4.25986e-08
411.2	4.25388e-08
411.4	4.24856e-08
411.6	4.24299e-08
411.8	4.23631e-08
412	4.23081e-08
412.2	4.22525e-08
412.4	4.21962e-08
412.6	4.21405e-08
412.8	4.20849e-08
413	4.20064e-08
413.2	4.19499e-08
413.4	4.18964e-08
413.6	4.18419e-08
413.8	4.17866e-08
414	4.17332e-08
414.2	4.16771e-08
414.4	4.16236e-08
414.6	4.15685e-08
414.8	4.15151e-08
415	4.14568e-08
415.2	4.14033e-08
415.4	4.13509e-08
415.6	4.12948e-08
415.8	4.12429e-08
416	4.11877e-08
416.2	4.11346e-08
416.4	4.06910e-08
416.6	4.06372e-08
416.8	4.05856e-08
417	4.05343e-08
417.2	4.04773e-08
417.4	4.04258e-08
417.6	4.03711e-08
417.8	4.03211e-08
418	4.02658e-08
418.2	4.02137e-08
418.4	4.01612e-08
418.6	4.01093e-08
418.8	4.00567e-08
419	4.00043e-08
419.2	3.99532e-08
419.4	3.99001e-08
419.6	3.98281e-08
419.8	3.97787e-08
420	3.97262e-08
420.2	3.96738e-08
420.4	3.96222e-08
420.6	3.95708e-08
420.8	3.95211e-08
421	3.94698e-08
421.2	3.94167e-08
421.4	3.93679e-08
421.6	3.93166e-08
421.8	3.92650e-08
422	3.92142e-08
422.2	3.91635e-08
422.4	3.91024e-08
422.6	3.90324e-08
422.8	3.89627e-08
423	3.89127e-08
423.2	3.88418e-08
423.4	3.79129e-08
423.6	3.78636e-08
423.8	3.77958e-08
424	3.77466e-08
424.2	3.76982e-08
424.4	3.76504e-08
424.6	3.75827e-08
424.8	3.75330e-08
425	3.74866e-08
425.2	3.74391e-08
425.4	3.73897e-08
425.6	3.73239e-08
425.8	3.72751e-08
426	3.72283e-08
426.2	3.71734e-08
426.4	3.71251e-08
426.6	3.70776e-08
426.8	3.70298e-08
427	3.69635e-08
427.2	3.69181e-08
427.4	3.68710e-08
427.6	3.68230e-08
427.8	3.67769e-08
428	3.67295e-08
428.2	3.66837e-08
428.4	3.66353e-08
428.6	3.65707e-08
428.8	3.65260e-08
429	3.64780e-08
429.2	3.64317e-08
429.4	3.63867e-08
429.6	3.63343e-08
429.8	3.62892e-08
430	3.62413e-08
430.2	3.61973e-08
430.4	3.61340e-08
430.6	3.60864e-08
430.8	3.60409e-08
431	3.59960e-08
431.2	3.59498e-08
431.4	3.59039e-08
431.6	3.58592e-08
431.8	3.58174e-08
432	3.57702e-08
432.2	3.57247e-08
432.4	3.56801e-08
432.6	3.56153e-08
432.8	3.55721e-08
433	3.55267e-08
433.2	3.54836e-08
433.4	3.54390e-08
433.6	3.54144e-08
433.8	3.53690e-08
434	3.53266e-08
434.2	3.52811e-08
434.4	3.52208e-08
434.6	3.51763e-08
434.8	3.51327e-08
435	3.50888e-08
435.2	3.50258e-08
435.4	3.49844e-08
435.6	3.49389e-08
435.8	3.48964e-08
436	3.48343e-08
436.2	3.47913e-08
436.4	3.47483e-08
436.6	3.47055e-08
436.8	3.46442e-08
437	3.46014e-08
437.2	3.45595e-08
437.4	3.45164e-08
437.6	3.44728e-08
437.8	3.44125e-08
438	3.43703e-08
438.2	3.43273e-08
438.4	3.42855e-08
438.6	3.42427e-08
438.8	3.42020e-08
439	3.41595e-08
439.2	3.41001e-08
439.4	3.40403e-08
439.6	3.39997e-08
439.8	3.39561e-08
440	3.39140e-08
440.2	3.38719e-08
440.4	3.38326e-08
440.6	3.37900e-08
440.8	3.37311e-08
441	3.36898e-08
441.2	3.36476e-08
441.4	3.36073e-08
441.6	3.35372e-08
441.8	3.34956e-08
442	3.34550e-08
442.2	3.34135e-08
442.4	3.33733e-08
442.6	3.33332e-08
442.8	3.32737e-08
443	3.32341e-08
443.2	3.31932e-08
443.4	3.31519e-08
443.6	3.31125e-08
443.8	3.30721e-08
444	3.31092e-08
444.2	3.30706e-08
444.4	3.30294e-08
444.6	3.29896e-08
444.8	3.29493e-08
445	3.29095e-08
445.2	3.28696e-08
445.4	3.28309e-08
445.6	3.27903e-08
445.8	3.27514e-08
446	3.27109e-08
446.2	3.26548e-08
446.4	3.26158e-08
446.6	3.25752e-08
446.8	3.25373e-08
447	3.24967e-08
447.2	3.24589e-08
447.4	3.24193e-08
447.6	3.23800e-08
447.8	3.23426e-08
448	3.23025e-08
448.2	3.22644e-08
448.4	3.22259e-08
448.6	3.21870e-08
448.8	3.21479e-08
449	3.21102e-08
449.2	3.20717e-08
449.4	3.20333e-08
449.6	3.19948e-08
449.8	3.19400e-08
450	3.19012e-08
450.2	3.18628e-08
450.4	3.18257e-08
450.6	3.17868e-08
450.8	3.17493e-08
451	3.17121e-08
451.2	3.16575e-08
451.4	3.16184e-08
451.6	3.15822e-08
451.8	3.15441e-08
452	3.15067e-08
452.2	3.14703e-08
452.4	3.14326e-08
452.6	3.13943e-08
452.8	3.13579e-08
453	3.13210e-08
453.2	3.12835e-08
453.4	3.12461e-08
453.6	3.12092e-08
453.8	3.11727e-08
454	3.11364e-08
454.2	3.10992e-08
454.4	3.10462e-08
454.6	3.10098e-08
454.8	3.09723e-08
455	3.09364e-08
455.2	3.08987e-08
455.4	3.08633e-08
455.6	3.08267e-08
455.8	3.07901e-08
456	3.07566e-08
456.2	3.07189e-08
456.4	3.06822e-08
456.6	3.06464e-08
456.8	3.06108e-08
457	3.05759e-08
457.2	3.05392e-08
457.4	3.04867e-08
457.6	3.04523e-08
457.8	3.04163e-08
458	3.03805e-08
458.2	3.03445e-08
458.4	2.96035e-08
458.6	2.95679e-08
458.8	2.95335e-08
459	2.95000e-08
459.2	2.94655e-08
459.4	2.94304e-08
459.6	2.93967e-08
459.8	2.93636e-08
460	2.90449e-08
460.2	2.90104e-08
460.4	2.89763e-08
460.6	2.89435e-08
460.8	2.89087e-08
461	2.88756e-08
461.2	2.88423e-08
461.4	2.88093e-08
461.6	2.87691e-08
461.8	2.87360e-08
462	2.87024e-08
462.2	2.86697e-08
462.4	2.86357e-08
462.6	2.85863e-08
462.8	2.85540e-08
463	2.85209e-08
463.2	2.84873e-08
463.4	2.84549e-08
463.6	2.84219e-08
463.8	2.83893e-08
464	2.83561e-08
464.2	2.83235e-08
464.4	2.82911e-08
464.6	2.82579e-08
464.8	2.82252e-08
465	2.81931e-08
465.2	2.81613e-08
465.4	2.81282e-08
465.6	2.80955e-08
465.8	2.80629e-08
466	2.80314e-08
466.2	2.79984e-08
466.4	2.79661e-08
466.6	2.79336e-08
466.8	2.79025e-08
467	2.78703e-08
467.2	2.78384e-08
467.4	2.78070e-08
467.6	2.77748e-08
467.8	2.77431e-08
468	2.77119e-08
468.2	2.76803e-08
468.4	2.76482e-08
468.6	2.76172e-08
468.8	2.75861e-08
469	2.75546e-08
469.2	2.75231e-08
469.4	2.74914e-08
469.6	2.74603e-08
469.8	2.74290e-08
470	2.73975e-08
470.2	2.73668e-08
470.4	2.73360e-08
470.6	2.73046e-08
470.8	2.72740e-08
471	2.72434e-08
471.2	2.71731e-08
471.4	2.71261e-08
471.6	2.70902e-08
471.8	2.70451e-08
472	2.70144e-08
472.2	2.69673e-08
472.4	2.69373e-08
472.6	2.69068e-08
472.8	2.68776e-08
473	2.68311e-08
473.2	2.68012e-08
473.4	2.67708e-08
473.6	2.67412e-08
473.8	2.67105e-08
474	2.66652e-08
474.2	2.66350e-08
474.4	2.66050e-08
474.6	2.65751e-08
474.8	2.65458e-08
475	2.65160e-08
475.2	2.64708e-08
475.4	2.64416e-08
475.6	2.64120e-08
475.8	2.63824e-08
476	2.63523e-08
476.2	2.63223e-08
476.4	2.62941e-08
476.6	2.62652e-08
476.8	2.62202e-08
477	2.61906e-08
477.2	2.61614e-08
477.4	2.61326e-08
477.6	2.61036e-08
477.8	2.60749e-08
478	2.60455e-08
478.2	2.60171e-08
478.4	2.59882e-08
478.6	2.59589e-08
478.8	2.59009e-08
479	2.58716e-08
479.2	2.58429e-08
479.4	2.58141e-08
479.6	2.57864e-08
479.8	2.57578e-08
480	2.57293e-08
480.2	2.57011e-08
