# BINNING-MACT: MIN=-0.1 BINWIDTH=0.2
# GP-LABEL-MACT: M_{act} / M_{/CMSY10 \014}
# 1: MACT / Msun	2: probability
237.6	1.73522e-07
237.8	1.73013e-07
238	1.72054e-07
238.2	1.73001e-07
238.4	1.75835e-07
238.6	1.74561e-07
238.8	1.73535e-07
239	1.72730e-07
239.2	1.75173e-07
239.4	1.71277e-07
239.6	1.72949e-07
239.8	1.71603e-07
240	1.70675e-07
240.2	1.70966e-07
240.4	1.71989e-07
240.6	1.70453e-07
240.8	1.69307e-07
241	1.70517e-07
241.2	1.67300e-07
241.4	1.62325e-07
241.6	1.64366e-07
241.8	1.64616e-07
242	1.61174e-07
242.2	1.59673e-07
242.4	1.59501e-07
242.6	1.59645e-07
242.8	1.58614e-07
243	1.57234e-07
243.2	1.57329e-07
243.4	1.56724e-07
243.6	1.56072e-07
243.8	1.54153e-07
244	1.55155e-07
244.2	1.55342e-07
244.4	1.56026e-07
244.6	1.54400e-07
244.8	1.55424e-07
245	1.52805e-07
245.2	1.52540e-07
245.4	1.54112e-07
245.6	1.51864e-07
245.8	1.50737e-07
246	1.51228e-07
246.2	1.51767e-07
246.4	1.49745e-07
246.6	1.50526e-07
246.8	1.48954e-07
247	1.49294e-07
247.2	1.48959e-07
247.4	1.48131e-07
247.6	1.49481e-07
247.8	1.50435e-07
248	1.53627e-07
248.2	1.52105e-07
248.4	1.49237e-07
248.6	1.50339e-07
248.8	1.49326e-07
249	1.50557e-07
249.2	1.49113e-07
249.4	1.47041e-07
249.6	1.46618e-07
249.8	1.48192e-07
250	1.44965e-07
250.2	1.43140e-07
250.4	1.42026e-07
250.6	1.40457e-07
250.8	1.43064e-07
251	1.41055e-07
251.2	1.39180e-07
251.4	1.38048e-07
251.6	1.37416e-07
251.8	1.38608e-07
252	1.36861e-07
252.2	1.35435e-07
252.4	1.36556e-07
252.6	1.35827e-07
252.8	1.34372e-07
253	1.34507e-07
253.2	1.33144e-07
253.4	1.35985e-07
253.6	1.34519e-07
253.8	1.32706e-07
254	1.33076e-07
254.2	1.36109e-07
254.4	1.36086e-07
254.6	1.34792e-07
254.8	1.33376e-07
255	1.32118e-07
255.2	1.31883e-07
255.4	1.31396e-07
255.6	1.32410e-07
255.8	1.30541e-07
256	1.30177e-07
256.2	1.29966e-07
256.4	1.29739e-07
256.6	1.28911e-07
256.8	1.29348e-07
257	1.29117e-07
257.2	1.28149e-07
257.4	1.28944e-07
257.6	1.29971e-07
257.8	1.27480e-07
258	1.28712e-07
258.2	1.28886e-07
258.4	1.29270e-07
258.6	1.28400e-07
258.8	1.26025e-07
259	1.26103e-07
259.2	1.24302e-07
259.4	1.25051e-07
259.6	1.24181e-07
259.8	1.23268e-07
260	1.21368e-07
260.2	1.22444e-07
260.4	1.20587e-07
260.6	1.21520e-07
260.8	1.20695e-07
261	1.19986e-07
261.2	1.19525e-07
261.4	1.19839e-07
261.6	1.18146e-07
261.8	1.18575e-07
262	1.18364e-07
262.2	1.17200e-07
262.4	1.17325e-07
262.6	1.16638e-07
262.8	1.16063e-07
263	1.17043e-07
263.2	1.16855e-07
263.4	1.16058e-07
263.6	1.15326e-07
263.8	1.16136e-07
264	1.14413e-07
264.2	1.15657e-07
264.4	1.20086e-07
264.6	1.18049e-07
264.8	1.15680e-07
265	1.14836e-07
265.2	1.13812e-07
265.4	1.14094e-07
265.6	1.13422e-07
265.8	1.13491e-07
266	1.13218e-07
266.2	1.11350e-07
266.4	1.12088e-07
266.6	1.11605e-07
266.8	1.10935e-07
267	1.10499e-07
267.2	1.11075e-07
267.4	1.09654e-07
267.6	1.09459e-07
267.8	1.09508e-07
268	1.08737e-07
268.2	1.08108e-07
268.4	1.08999e-07
268.6	1.08026e-07
268.8	1.08373e-07
269	1.07495e-07
269.2	1.06501e-07
269.4	1.06794e-07
269.6	1.06508e-07
269.8	1.05835e-07
270	1.05725e-07
270.2	1.05921e-07
270.4	1.04771e-07
270.6	1.04068e-07
270.8	1.03384e-07
271	1.04730e-07
271.2	1.03197e-07
271.4	1.02718e-07
271.6	1.01941e-07
271.8	1.02956e-07
272	1.03446e-07
272.2	1.02010e-07
272.4	1.00608e-07
272.6	1.00971e-07
272.8	1.01134e-07
273	1.01597e-07
273.2	1.00746e-07
273.4	1.00239e-07
273.6	1.00718e-07
273.8	1.00471e-07
274	1.02309e-07
274.2	1.00955e-07
274.4	1.01904e-07
274.6	1.06392e-07
274.8	1.02580e-07
275	1.00799e-07
275.2	9.93432e-08
275.4	9.79577e-08
275.6	9.73641e-08
275.8	9.60287e-08
276	9.48292e-08
276.2	9.52753e-08
276.4	9.54729e-08
276.6	9.49965e-08
276.8	9.39039e-08
277	9.39697e-08
277.2	9.39307e-08
277.4	9.37556e-08
277.6	9.30685e-08
277.8	9.44657e-08
278	9.39110e-08
278.2	9.34226e-08
278.4	9.39759e-08
278.6	9.31875e-08
278.8	9.31749e-08
279	9.25830e-08
279.2	9.23523e-08
279.4	9.30792e-08
279.6	9.30142e-08
279.8	9.22732e-08
280	9.19950e-08
280.2	9.11681e-08
280.4	9.14687e-08
280.6	9.11129e-08
280.8	9.08300e-08
281	9.11735e-08
281.2	9.10208e-08
281.4	8.91908e-08
281.6	9.08130e-08
281.8	8.93670e-08
282	8.95119e-08
282.2	8.86327e-08
282.4	8.92238e-08
282.6	8.85528e-08
282.8	8.83147e-08
283	8.91195e-08
283.2	8.89159e-08
283.4	8.85885e-08
283.6	8.82485e-08
283.8	8.81692e-08
284	8.92968e-08
284.2	8.87769e-08
284.4	9.01446e-08
284.6	8.99113e-08
284.8	8.60361e-08
285	8.44256e-08
285.2	8.39660e-08
285.4	8.32762e-08
285.6	8.36353e-08
285.8	8.29465e-08
286	8.34951e-08
286.2	8.32572e-08
286.4	8.31322e-08
286.6	8.35865e-08
286.8	8.22356e-08
287	8.21446e-08
287.2	8.35995e-08
287.4	8.28241e-08
287.6	8.15605e-08
287.8	8.15054e-08
288	8.19730e-08
288.2	8.17315e-08
288.4	8.20820e-08
288.6	8.18074e-08
288.8	8.19800e-08
289	8.17569e-08
289.2	8.06136e-08
289.4	8.14120e-08
289.6	8.14008e-08
289.8	8.06345e-08
290	8.02473e-08
290.2	8.00487e-08
290.4	8.04300e-08
290.6	7.98277e-08
290.8	7.95911e-08
291	7.98378e-08
291.2	7.93807e-08
291.4	7.87384e-08
291.6	7.92165e-08
291.8	7.86259e-08
292	7.86115e-08
292.2	7.81783e-08
292.4	7.87061e-08
292.6	7.80752e-08
292.8	7.80928e-08
293	7.77961e-08
293.2	7.65644e-08
293.4	7.76841e-08
293.6	7.68504e-08
293.8	7.73604e-08
294	7.72749e-08
294.2	7.75255e-08
294.4	7.57091e-08
294.6	7.51877e-08
294.8	7.56291e-08
295	7.44631e-08
295.2	7.41891e-08
295.4	7.40833e-08
295.6	7.40471e-08
295.8	7.37911e-08
296	7.34252e-08
296.2	7.39388e-08
296.4	7.24993e-08
296.6	7.31959e-08
296.8	7.23387e-08
297	7.25255e-08
297.2	7.26352e-08
297.4	7.21479e-08
297.6	7.24976e-08
297.8	7.16849e-08
298	7.24705e-08
298.2	7.19642e-08
298.4	7.19186e-08
298.6	7.22464e-08
298.8	7.16852e-08
299	7.08794e-08
299.2	7.13239e-08
299.4	7.15753e-08
299.6	7.05451e-08
299.8	7.14108e-08
300	7.04908e-08
300.2	7.12571e-08
300.4	7.00193e-08
300.6	6.99081e-08
300.8	6.99835e-08
301	6.98038e-08
301.2	6.99777e-08
301.4	6.94389e-08
301.6	6.91414e-08
301.8	6.88793e-08
302	6.89719e-08
302.2	6.82402e-08
302.4	6.87616e-08
302.6	6.81995e-08
302.8	6.81969e-08
303	6.84031e-08
303.2	6.74383e-08
303.4	6.82081e-08
303.6	6.69482e-08
303.8	6.70043e-08
304	6.74363e-08
304.2	6.67902e-08
304.4	6.59713e-08
304.6	6.61875e-08
304.8	6.58758e-08
305	6.54515e-08
305.2	6.49641e-08
305.4	6.52382e-08
305.6	6.53569e-08
305.8	6.41706e-08
306	6.49334e-08
306.2	6.40911e-08
306.4	6.45308e-08
306.6	6.39323e-08
306.8	6.37848e-08
307	6.36640e-08
307.2	6.35607e-08
307.4	6.38032e-08
307.6	6.25532e-08
307.8	6.24279e-08
308	6.34435e-08
308.2	6.29174e-08
308.4	6.26750e-08
308.6	6.23289e-08
308.8	6.26890e-08
309	6.26470e-08
309.2	6.19037e-08
309.4	6.22890e-08
309.6	6.17717e-08
309.8	6.13926e-08
310	6.18063e-08
310.2	6.09002e-08
310.4	6.17073e-08
310.6	6.12494e-08
310.8	6.07518e-08
311	6.09186e-08
311.2	6.08766e-08
311.4	5.97655e-08
311.6	6.04468e-08
311.8	6.03719e-08
312	6.00092e-08
312.2	5.95480e-08
312.4	5.99728e-08
312.6	5.92884e-08
312.8	5.96812e-08
313	5.87555e-08
313.2	5.86765e-08
313.4	5.84987e-08
313.6	5.88516e-08
313.8	5.85576e-08
314	5.81419e-08
314.2	5.74314e-08
314.4	5.82351e-08
314.6	5.73710e-08
314.8	5.70937e-08
315	5.73472e-08
315.2	5.71190e-08
315.4	5.66800e-08
315.6	5.64579e-08
315.8	5.67133e-08
316	5.65122e-08
316.2	5.60183e-08
316.4	5.60475e-08
316.6	5.59631e-08
316.8	5.57869e-08
317	5.54994e-08
317.2	5.59988e-08
317.4	5.64072e-08
317.6	5.56308e-08
317.8	5.47730e-08
318	5.56770e-08
318.2	5.53420e-08
318.4	5.53444e-08
318.6	5.53226e-08
318.8	5.51535e-08
319	5.54802e-08
319.2	5.51769e-08
319.4	5.48027e-08
319.6	5.50895e-08
319.8	5.48697e-08
320	5.42780e-08
320.2	5.49229e-08
320.4	5.47146e-08
320.6	5.44005e-08
320.8	5.42735e-08
321	5.42760e-08
321.2	5.36224e-08
321.4	5.34254e-08
321.6	5.36550e-08
321.8	5.35147e-08
322	5.36970e-08
322.2	5.35505e-08
322.4	5.27886e-08
322.6	5.26215e-08
322.8	5.26412e-08
323	5.25458e-08
323.2	5.25424e-08
323.4	5.22262e-08
323.6	5.15914e-08
323.8	5.25438e-08
324	5.11989e-08
324.2	5.19432e-08
324.4	5.10457e-08
324.6	5.16217e-08
324.8	5.12578e-08
325	5.08600e-08
325.2	5.09186e-08
325.4	5.06313e-08
325.6	5.03106e-08
325.8	5.06140e-08
326	5.03391e-08
326.2	5.06837e-08
326.4	4.97940e-08
326.6	4.92997e-08
326.8	4.96272e-08
327	4.97357e-08
327.2	4.94493e-08
327.4	4.93079e-08
327.6	4.97396e-08
327.8	4.91072e-08
328	4.91808e-08
328.2	4.92068e-08
328.4	4.92320e-08
328.6	4.88630e-08
328.8	4.84225e-08
329	4.90723e-08
329.2	4.87698e-08
329.4	4.81847e-08
329.6	4.80064e-08
329.8	4.85121e-08
330	4.83743e-08
330.2	4.76632e-08
330.4	4.76532e-08
330.6	4.79291e-08
330.8	4.80800e-08
331	4.76090e-08
331.2	4.74952e-08
331.4	4.75223e-08
331.6	4.76932e-08
331.8	4.69371e-08
332	4.70084e-08
332.2	4.67032e-08
332.4	4.71365e-08
332.6	4.64679e-08
332.8	4.59010e-08
333	4.61537e-08
333.2	4.62597e-08
333.4	4.59043e-08
333.6	4.65119e-08
333.8	4.51631e-08
334	4.54814e-08
334.2	4.54744e-08
334.4	4.53628e-08
334.6	4.53505e-08
334.8	4.49428e-08
335	4.47902e-08
335.2	4.46045e-08
335.4	4.47402e-08
335.6	4.44497e-08
335.8	4.44254e-08
336	4.45990e-08
336.2	4.40460e-08
336.4	4.45849e-08
336.6	4.37782e-08
336.8	4.40313e-08
337	4.37343e-08
337.2	4.38069e-08
337.4	4.36948e-08
337.6	4.35110e-08
337.8	4.34595e-08
338	4.36693e-08
338.2	4.35554e-08
338.4	4.33149e-08
338.6	4.33853e-08
338.8	4.27363e-08
339	4.33394e-08
339.2	4.29025e-08
339.4	4.25886e-08
339.6	4.26401e-08
339.8	4.22739e-08
340	4.23816e-08
340.2	4.25601e-08
340.4	4.27369e-08
340.6	4.23770e-08
340.8	4.22605e-08
341	4.19887e-08
341.2	4.21194e-08
341.4	4.20317e-08
341.6	4.20900e-08
341.8	4.15140e-08
342	4.14997e-08
342.2	4.13862e-08
342.4	4.11705e-08
342.6	4.09821e-08
342.8	4.11865e-08
343	4.09123e-08
343.2	4.09030e-08
343.4	4.11732e-08
343.6	4.06850e-08
343.8	4.04257e-08
344	4.03851e-08
344.2	4.01738e-08
344.4	4.01083e-08
344.6	4.02956e-08
344.8	3.95045e-08
345	3.99161e-08
345.2	3.95194e-08
345.4	4.02669e-08
345.6	3.97389e-08
345.8	3.96169e-08
346	3.93736e-08
346.2	3.88579e-08
346.4	3.96913e-08
346.6	3.95561e-08
346.8	3.88869e-08
347	3.92681e-08
347.2	3.89796e-08
347.4	3.90434e-08
347.6	3.91089e-08
347.8	3.85512e-08
348	3.84446e-08
348.2	3.83324e-08
348.4	3.88003e-08
348.6	3.84421e-08
348.8	3.83239e-08
349	3.80046e-08
349.2	3.82220e-08
349.4	3.82263e-08
349.6	3.80759e-08
349.8	3.75080e-08
350	3.77475e-08
350.2	3.80509e-08
350.4	3.76332e-08
350.6	3.75132e-08
350.8	3.73661e-08
351	3.70332e-08
351.2	3.73564e-08
351.4	3.66784e-08
351.6	3.68899e-08
351.8	3.71709e-08
352	3.63661e-08
352.2	3.68104e-08
352.4	3.65308e-08
352.6	3.61206e-08
352.8	3.63032e-08
353	3.62041e-08
353.2	3.62323e-08
353.4	3.57399e-08
353.6	3.59327e-08
353.8	3.57277e-08
354	3.58254e-08
354.2	3.60110e-08
354.4	3.60435e-08
354.6	3.52856e-08
354.8	3.57548e-08
355	3.55253e-08
355.2	3.53275e-08
355.4	3.54863e-08
355.6	3.50905e-08
355.8	3.51141e-08
356	3.49552e-08
356.2	3.51403e-08
356.4	3.50789e-08
356.6	3.51656e-08
356.8	3.43862e-08
357	3.48313e-08
357.2	3.43097e-08
357.4	3.47898e-08
357.6	3.43803e-08
357.8	3.41275e-08
358	3.44326e-08
358.2	3.40667e-08
358.4	3.42834e-08
358.6	3.40433e-08
358.8	3.41735e-08
359	3.36787e-08
359.2	3.37217e-08
359.4	3.36144e-08
359.6	3.34805e-08
359.8	3.31057e-08
360	3.35139e-08
360.2	3.33393e-08
360.4	3.29813e-08
360.6	3.33981e-08
360.8	3.27569e-08
361	3.31449e-08
361.2	3.28169e-08
361.4	3.29234e-08
361.6	3.30184e-08
361.8	3.26172e-08
362	3.24100e-08
362.2	3.23927e-08
362.4	3.26062e-08
362.6	3.29511e-08
362.8	3.24054e-08
363	3.20079e-08
363.2	3.19632e-08
363.4	3.21228e-08
363.6	3.19439e-08
363.8	3.18779e-08
364	3.18107e-08
364.2	3.18312e-08
364.4	3.18050e-08
364.6	3.19148e-08
364.8	3.13679e-08
365	3.16323e-08
365.2	3.15688e-08
365.4	3.11680e-08
365.6	3.11636e-08
365.8	3.10082e-08
366	3.09278e-08
366.2	3.06429e-08
366.4	3.09608e-08
366.6	3.10596e-08
366.8	3.04807e-08
367	3.06488e-08
367.2	3.05683e-08
367.4	3.06334e-08
367.6	3.04860e-08
367.8	3.04020e-08
368	3.05136e-08
368.2	3.01271e-08
368.4	3.00139e-08
368.6	3.01696e-08
368.8	3.02180e-08
369	2.99603e-08
369.2	2.99535e-08
369.4	2.97136e-08
369.6	2.95877e-08
369.8	2.97282e-08
370	2.97478e-08
370.2	2.95772e-08
370.4	2.93301e-08
370.6	2.91934e-08
370.8	2.93086e-08
371	2.89530e-08
371.2	2.89718e-08
371.4	2.93501e-08
371.6	2.88327e-08
371.8	2.89559e-08
372	2.86914e-08
372.2	2.89399e-08
372.4	2.86746e-08
372.6	2.85666e-08
372.8	2.87448e-08
373	2.84370e-08
373.2	2.83649e-08
373.4	2.82083e-08
373.6	2.87160e-08
373.8	2.81088e-08
374	2.82942e-08
374.2	2.77633e-08
374.4	2.81341e-08
374.6	2.79256e-08
374.8	2.79989e-08
375	2.77679e-08
375.2	2.77240e-08
375.4	2.77925e-08
375.6	2.75199e-08
375.8	2.74926e-08
376	2.72847e-08
376.2	2.74772e-08
376.4	2.70592e-08
376.6	2.74154e-08
376.8	2.69762e-08
377	2.70462e-08
377.2	2.70592e-08
377.4	2.71830e-08
377.6	2.68231e-08
377.8	2.68678e-08
378	2.66418e-08
378.2	2.66294e-08
378.4	2.67651e-08
378.6	2.64522e-08
378.8	2.63731e-08
379	2.63583e-08
379.2	2.63731e-08
379.4	2.64352e-08
379.6	2.59582e-08
379.8	2.59846e-08
380	2.58632e-08
380.2	2.60831e-08
380.4	2.57397e-08
380.6	2.59137e-08
380.8	2.53833e-08
381	2.53934e-08
381.2	2.58156e-08
381.4	2.56690e-08
381.6	2.52324e-08
381.8	2.54823e-08
382	2.50766e-08
382.2	2.52565e-08
382.4	2.50689e-08
382.6	2.52135e-08
382.8	2.51072e-08
383	2.49946e-08
383.2	2.48028e-08
383.4	2.49772e-08
383.6	2.46099e-08
383.8	2.46325e-08
384	2.44062e-08
384.2	2.46765e-08
384.4	2.44960e-08
384.6	2.43236e-08
384.8	2.45405e-08
385	2.39708e-08
385.2	2.43193e-08
385.4	2.42861e-08
385.6	2.40742e-08
385.8	2.37431e-08
386	2.40840e-08
386.2	2.41439e-08
386.4	2.38054e-08
386.6	2.36101e-08
386.8	2.37105e-08
387	2.35920e-08
387.2	2.38136e-08
387.4	2.35604e-08
387.6	2.32929e-08
387.8	2.32116e-08
388	2.35081e-08
388.2	2.31886e-08
388.4	2.33042e-08
388.6	2.31817e-08
388.8	2.31802e-08
389	2.31126e-08
389.2	2.29193e-08
389.4	2.30027e-08
389.6	2.26772e-08
389.8	2.28107e-08
390	2.28534e-08
390.2	2.27639e-08
390.4	2.26856e-08
390.6	2.27715e-08
390.8	2.27132e-08
391	2.23776e-08
391.2	2.24670e-08
391.4	2.23335e-08
391.6	2.25054e-08
391.8	2.25537e-08
392	2.24420e-08
392.2	2.21769e-08
392.4	2.19123e-08
392.6	2.20094e-08
392.8	2.20959e-08
393	2.19023e-08
393.2	2.19730e-08
393.4	2.17796e-08
393.6	2.15583e-08
393.8	2.17525e-08
394	2.15884e-08
394.2	2.18816e-08
394.4	2.15255e-08
394.6	2.17744e-08
394.8	2.13877e-08
395	2.13895e-08
395.2	2.15369e-08
395.4	2.13048e-08
395.6	2.10679e-08
395.8	2.11571e-08
396	2.11043e-08
396.2	2.12034e-08
396.4	2.13478e-08
396.6	2.09339e-08
396.8	2.05854e-08
397	2.09414e-08
397.2	2.07541e-08
397.4	2.07910e-08
397.6	2.07775e-08
397.8	2.08135e-08
398	2.03710e-08
398.2	2.05742e-08
398.4	2.05155e-08
398.6	2.04754e-08
398.8	2.04492e-08
399	2.05973e-08
399.2	2.02965e-08
399.4	2.02682e-08
399.6	2.01337e-08
399.8	2.02380e-08
400	1.99729e-08
400.2	1.98860e-08
400.4	2.01094e-08
400.6	2.00406e-08
400.8	1.98054e-08
401	1.98798e-08
401.2	1.99210e-08
401.4	1.95582e-08
401.6	1.95619e-08
401.8	1.95825e-08
402	1.94652e-08
402.2	1.96719e-08
402.4	1.96053e-08
402.6	1.94900e-08
402.8	1.92384e-08
403	1.92642e-08
403.2	1.92648e-08
403.4	1.91731e-08
403.6	1.92278e-08
403.8	1.92126e-08
404	1.88578e-08
404.2	1.91715e-08
404.4	1.88641e-08
404.6	1.89440e-08
404.8	1.87094e-08
405	1.86560e-08
405.2	1.87895e-08
405.4	1.86818e-08
405.6	1.86780e-08
405.8	1.85859e-08
406	1.85658e-08
406.2	1.86070e-08
406.4	1.83582e-08
406.6	1.83634e-08
406.8	1.82911e-08
407	1.84215e-08
407.2	1.82506e-08
407.4	1.80578e-08
407.6	1.82727e-08
407.8	1.79888e-08
408	1.79723e-08
408.2	1.79906e-08
408.4	1.79699e-08
408.6	1.79923e-08
408.8	1.76804e-08
409	1.77433e-08
409.2	1.78935e-08
409.4	1.76854e-08
409.6	1.75852e-08
409.8	1.74877e-08
410	1.75620e-08
410.2	1.77063e-08
410.4	1.74482e-08
410.6	1.73867e-08
410.8	1.71322e-08
411	1.72288e-08
411.2	1.74103e-08
411.4	1.72561e-08
411.6	1.69117e-08
411.8	1.72330e-08
412	1.69201e-08
412.2	1.71928e-08
412.4	1.70482e-08
412.6	1.67598e-08
412.8	1.68026e-08
413	1.68049e-08
413.2	1.68028e-08
413.4	1.67669e-08
413.6	1.66595e-08
413.8	1.66869e-08
414	1.65746e-08
414.2	1.65586e-08
414.4	1.65235e-08
414.6	1.62297e-08
414.8	1.64513e-08
415	1.63549e-08
415.2	1.62840e-08
415.4	1.62063e-08
415.6	1.62645e-08
415.8	1.60279e-08
416	1.61628e-08
416.2	1.61413e-08
416.4	1.59873e-08
416.6	1.60097e-08
416.8	1.58349e-08
417	1.57387e-08
417.2	1.59155e-08
417.4	1.56917e-08
417.6	1.57282e-08
417.8	1.56770e-08
418	1.55748e-08
418.2	1.56482e-08
418.4	1.54800e-08
418.6	1.54744e-08
418.8	1.55199e-08
419	1.52926e-08
419.2	1.52350e-08
419.4	1.51006e-08
419.6	1.54060e-08
419.8	1.52920e-08
420	1.52237e-08
420.2	1.51778e-08
420.4	1.49955e-08
420.6	1.50006e-08
420.8	1.50665e-08
421	1.48516e-08
421.2	1.48825e-08
421.4	1.47314e-08
421.6	1.48150e-08
421.8	1.47452e-08
422	1.46035e-08
422.2	1.47496e-08
422.4	1.47066e-08
422.6	1.44561e-08
422.8	1.46693e-08
423	1.42905e-08
423.2	1.44599e-08
423.4	1.43793e-08
423.6	1.43080e-08
423.8	1.42302e-08
424	1.43344e-08
424.2	1.42124e-08
424.4	1.41813e-08
424.6	1.41036e-08
424.8	1.39349e-08
425	1.40579e-08
425.2	1.40935e-08
425.4	1.37763e-08
425.6	1.39041e-08
425.8	1.38276e-08
426	1.37314e-08
426.2	1.37894e-08
426.4	1.36834e-08
426.6	1.36811e-08
426.8	1.35246e-08
427	1.36349e-08
427.2	1.35843e-08
427.4	1.34441e-08
427.6	1.34167e-08
427.8	1.33531e-08
428	1.33019e-08
428.2	1.32916e-08
428.4	1.32631e-08
428.6	1.32004e-08
428.8	1.32611e-08
429	1.30703e-08
429.2	1.30973e-08
429.4	1.29483e-08
429.6	1.29935e-08
429.8	1.29657e-08
430	1.28261e-08
430.2	1.27038e-08
430.4	1.29072e-08
430.6	1.28551e-08
430.8	1.26092e-08
431	1.25677e-08
431.2	1.27318e-08
431.4	1.23971e-08
431.6	1.25507e-08
431.8	1.24947e-08
432	1.24508e-08
432.2	1.23122e-08
432.4	1.22934e-08
432.6	1.22837e-08
432.8	1.22263e-08
433	1.22473e-08
433.2	1.21354e-08
433.4	1.19789e-08
433.6	1.19846e-08
433.8	1.21790e-08
434	1.18054e-08
434.2	1.18927e-08
434.4	1.18154e-08
434.6	1.17616e-08
434.8	1.17501e-08
435	1.17929e-08
435.2	1.16040e-08
435.4	1.16410e-08
435.6	1.15858e-08
435.8	1.13924e-08
436	1.13686e-08
436.2	1.13377e-08
436.4	1.14113e-08
436.6	1.13301e-08
436.8	1.12574e-08
437	1.11486e-08
437.2	1.12229e-08
437.4	1.12564e-08
437.6	1.11615e-08
437.8	1.09976e-08
438	1.09085e-08
438.2	1.08186e-08
438.4	1.08500e-08
438.6	1.08512e-08
438.8	1.08444e-08
439	1.07079e-08
439.2	1.06760e-08
439.4	1.05050e-08
439.6	1.05948e-08
439.8	1.04556e-08
440	1.05710e-08
440.2	1.03420e-08
440.4	1.04129e-08
440.6	1.03702e-08
440.8	1.04249e-08
441	1.03474e-08
441.2	1.00311e-08
441.4	1.01095e-08
441.6	1.01212e-08
441.8	1.00838e-08
442	9.99870e-09
442.2	9.92712e-09
442.4	9.87634e-09
442.6	9.84845e-09
442.8	9.90169e-09
443	9.74425e-09
443.2	9.72195e-09
443.4	9.73339e-09
443.6	9.64434e-09
443.8	9.56168e-09
444	9.58257e-09
444.2	9.44168e-09
444.4	9.50023e-09
444.6	9.44407e-09
444.8	9.45964e-09
445	9.31071e-09
445.2	9.16362e-09
445.4	9.30700e-09
445.6	9.12923e-09
445.8	9.12525e-09
446	9.07253e-09
446.2	9.16817e-09
446.4	8.96739e-09
446.6	9.00259e-09
446.8	8.84404e-09
447	8.87321e-09
447.2	9.01273e-09
447.4	8.72594e-09
447.6	8.69874e-09
447.8	8.79781e-09
448	8.62350e-09
448.2	8.65887e-09
448.4	8.57128e-09
448.6	8.57277e-09
448.8	8.49467e-09
449	8.52989e-09
449.2	8.38372e-09
449.4	8.36137e-09
449.6	8.28306e-09
449.8	8.24860e-09
450	8.37369e-09
450.2	8.05839e-09
450.4	8.22193e-09
450.6	8.17304e-09
450.8	8.10940e-09
451	8.06186e-09
451.2	7.98226e-09
451.4	7.97521e-09
451.6	7.87913e-09
451.8	7.83022e-09
452	7.84474e-09
452.2	7.75912e-09
452.4	7.90580e-09
452.6	7.88975e-09
452.8	7.63236e-09
453	7.57526e-09
453.2	7.61694e-09
453.4	7.51844e-09
453.6	7.45145e-09
453.8	7.53499e-09
454	7.50299e-09
454.2	7.45484e-09
454.4	7.37794e-09
454.6	7.33261e-09
454.8	7.37522e-09
455	7.21842e-09
455.2	7.15925e-09
455.4	7.21143e-09
455.6	7.18978e-09
455.8	7.04247e-09
456	7.04634e-09
456.2	7.00820e-09
456.4	6.98565e-09
456.6	6.93404e-09
456.8	6.93403e-09
457	6.86513e-09
457.2	6.83218e-09
457.4	6.75830e-09
457.6	6.65759e-09
457.8	6.70912e-09
458	6.63910e-09
458.2	6.64138e-09
458.4	6.56139e-09
458.6	6.57510e-09
458.8	6.53711e-09
459	6.52175e-09
459.2	6.43218e-09
459.4	6.38579e-09
459.6	6.31444e-09
459.8	6.31606e-09
460	6.35412e-09
460.2	6.25347e-09
460.4	6.22456e-09
460.6	6.17930e-09
460.8	6.15777e-09
461	6.10629e-09
461.2	6.03276e-09
461.4	6.03277e-09
461.6	6.04196e-09
461.8	5.97455e-09
462	5.92930e-09
462.2	5.93784e-09
462.4	5.83973e-09
462.6	5.79466e-09
462.8	5.70215e-09
463	5.75952e-09
463.2	5.78976e-09
463.4	5.76867e-09
463.6	5.66519e-09
463.8	5.57960e-09
464	5.59849e-09
464.2	5.58696e-09
464.4	5.44591e-09
464.6	5.42939e-09
464.8	5.48066e-09
465	5.35425e-09
465.2	5.35734e-09
465.4	5.32353e-09
465.6	5.27636e-09
465.8	5.24004e-09
466	5.16869e-09
466.2	5.22422e-09
466.4	5.14690e-09
466.6	5.13211e-09
466.8	5.08092e-09
467	5.04101e-09
467.2	5.02905e-09
467.4	4.94826e-09
467.6	4.88993e-09
467.8	4.88070e-09
468	4.84848e-09
468.2	4.78724e-09
468.4	4.91777e-09
468.6	4.75943e-09
468.8	4.76354e-09
469	4.70746e-09
469.2	4.64852e-09
469.4	4.53446e-09
469.6	4.60927e-09
469.8	4.50820e-09
470	4.51127e-09
470.2	4.46044e-09
470.4	4.45967e-09
470.6	4.36286e-09
470.8	4.41723e-09
471	4.36315e-09
471.2	4.34444e-09
471.4	4.23953e-09
471.6	4.22393e-09
471.8	4.25435e-09
472	4.13376e-09
472.2	4.12593e-09
472.4	4.10220e-09
472.6	4.08277e-09
472.8	4.04247e-09
473	4.03765e-09
473.2	3.95798e-09
473.4	3.93002e-09
473.6	3.92575e-09
473.8	3.86676e-09
474	3.84382e-09
474.2	3.83568e-09
474.4	3.78169e-09
474.6	3.75930e-09
474.8	3.69389e-09
475	3.64886e-09
475.2	3.67653e-09
475.4	3.57411e-09
475.6	3.59205e-09
475.8	3.54877e-09
476	3.50998e-09
476.2	3.49671e-09
476.4	3.38926e-09
476.6	3.40528e-09
476.8	3.38501e-09
477	3.34210e-09
477.2	3.32801e-09
