# BINNING-XHE: MIN=0 BINWIDTH=0.0039224037
# GP-LABEL-XHE: X_{He}
# 1: XHE / dex	2: probability
0.25691744235	6.68076e-01
0.26083984605	9.94621e-02
0.26476224975	5.39362e-02
0.26868465345	4.07920e-02
0.27260705715	2.84468e-02
0.27652946085	2.04202e-02
0.28045186455	1.61291e-02
0.28437426825	1.36371e-02
0.28829667195	1.34348e-02
0.29221907565	1.18230e-02
0.29614147935	4.78404e-03
0.30006388305	2.92285e-03
0.30398628675	2.75766e-03
0.30790869045	1.86431e-03
0.31183109415	1.81397e-03
0.31575349785	1.15571e-03
0.31967590155	1.01489e-03
0.32359830525	7.89349e-04
0.32752070895	6.92630e-04
0.33144311265	6.48435e-04
0.33536551635	6.33940e-04
0.33928792005	6.64382e-04
0.34321032375	5.75885e-04
0.34713272745	5.27971e-04
0.35105513115	5.55761e-04
0.35497753485	4.53058e-04
0.35889993855	4.21447e-04
0.36282234225	4.00013e-04
0.36674474595	3.41794e-04
0.37066714965	3.10630e-04
0.37458955335	3.08218e-04
0.37851195705	2.79649e-04
0.38243436075	2.81203e-04
0.38635676445	2.84109e-04
0.39027916815	2.49306e-04
0.39420157185	2.36731e-04
0.39812397555	2.19770e-04
0.40204637925	2.32244e-04
0.40596878295	2.18234e-04
0.40989118665	2.07026e-04
0.41381359035	1.93678e-04
0.41773599405	1.98406e-04
0.42165839775	1.82344e-04
0.42558080145	1.90952e-04
0.42950320515	1.75766e-04
0.43342560885	1.67975e-04
0.43734801255	1.64884e-04
0.44127041625	1.46600e-04
0.44519281995	1.67720e-04
0.44911522365	1.55051e-04
0.45303762735	1.38182e-04
0.45696003105	1.40383e-04
0.46088243475	1.23275e-04
0.46480483845	1.31649e-04
0.46872724215	1.35935e-04
0.47264964585	1.20864e-04
0.47657204955	1.19612e-04
0.48049445325	1.21384e-04
0.48441685695	1.15033e-04
0.48833926065	1.15400e-04
0.49226166435	1.10718e-04
0.49618406805	1.10639e-04
0.50010647175	1.04292e-04
0.50402887545	1.06590e-04
0.50795127915	1.05827e-04
0.51187368285	9.70263e-05
0.51579608655	1.00895e-04
0.51971849025	9.21121e-05
0.52364089395	9.13461e-05
0.52756329765	9.90555e-05
0.53148570135	9.33870e-05
0.53540810505	8.83861e-05
0.53933050875	8.56232e-05
0.54325291245	8.98467e-05
0.54717531615	9.03048e-05
0.55109771985	7.96169e-05
0.55502012355	8.09958e-05
0.55894252725	7.79203e-05
0.56286493095	8.33419e-05
0.56678733465	8.36534e-05
0.57070973835	7.50589e-05
0.57463214205	6.86685e-05
0.57855454575	6.86408e-05
0.58247694945	7.67886e-05
0.58639935315	6.80311e-05
0.59032175685	6.66819e-05
0.59424416055	6.31596e-05
0.59816656425	6.86392e-05
0.60208896795	6.73774e-05
0.60601137165	6.27113e-05
0.60993377535	5.73564e-05
0.61385617905	6.15016e-05
0.61777858275	5.55412e-05
0.62170098645	5.76450e-05
0.62562339015	5.80633e-05
0.62954579385	5.72286e-05
0.63346819755	5.25380e-05
0.63739060125	5.24241e-05
0.64131300495	5.11944e-05
0.64523540865	5.00355e-05
0.64915781235	5.43020e-05
0.65308021605	4.77236e-05
0.65700261975	5.12155e-05
0.66092502345	5.29259e-05
0.66484742715	4.69592e-05
0.66876983085	5.23488e-05
0.67269223455	4.77572e-05
0.67661463825	4.80192e-05
0.68053704195	4.98905e-05
0.68445944565	4.62724e-05
0.68838184935	4.43877e-05
0.69230425305	4.54140e-05
0.69622665675	4.31864e-05
0.70014906045	4.50149e-05
0.70407146415	4.11094e-05
0.70799386785	4.00306e-05
0.71191627155	4.09644e-05
0.71583867525	3.84557e-05
0.71976107895	3.72663e-05
0.72368348265	3.94666e-05
0.72760588635	3.65923e-05
0.73152829005	4.01828e-05
0.73545069375	3.88982e-05
0.73937309745	3.66560e-05
0.74329550115	3.75461e-05
0.74721790485	3.75603e-05
0.75114030855	3.46343e-05
0.75506271225	3.29397e-05
0.75898511595	3.29930e-05
0.76290751965	3.34635e-05
0.76682992335	3.12179e-05
0.77075232705	3.11751e-05
0.77467473075	3.31097e-05
0.77859713445	3.20356e-05
0.78251953815	3.24594e-05
0.78644194185	3.34449e-05
0.79036434555	3.09780e-05
0.79428674925	3.03744e-05
0.79820915295	3.00888e-05
0.80213155665	2.94495e-05
0.80605396035	2.95369e-05
0.80997636405	3.36375e-05
0.81389876775	3.32663e-05
0.81782117145	3.24524e-05
0.82174357515	3.31918e-05
0.82566597885	1.62827e-05
0.82958838255	1.11424e-05
0.83351078625	5.67868e-06
0.83743318995	3.42913e-06
0.84135559365	3.05841e-06
0.84527799735	2.87234e-06
0.84920040105	2.87523e-06
0.85312280475	2.76001e-06
0.85704520845	2.71653e-06
0.86096761215	2.63112e-06
0.86489001585	2.62965e-06
0.86881241955	2.45638e-06
0.87273482325	2.57488e-06
0.87665722695	2.49266e-06
0.88057963065	2.55673e-06
0.88450203435	2.55158e-06
0.88842443805	2.56665e-06
0.89234684175	2.61627e-06
0.89626924545	2.76086e-06
0.90019164915	2.72419e-06
0.90411405285	2.68475e-06
0.90803645655	2.66060e-06
0.91195886025	2.74461e-06
0.91588126395	2.65873e-06
0.91980366765	2.70621e-06
0.92372607135	2.70613e-06
0.92764847505	2.71235e-06
0.93157087875	2.69070e-06
0.93549328245	2.66761e-06
0.93941568615	2.65122e-06
0.94333808985	2.54366e-06
0.94726049355	2.48103e-06
0.95118289725	2.45207e-06
0.95510530095	2.40438e-06
0.95902770465	2.39523e-06
0.96295010835	2.38110e-06
0.96687251205	2.40167e-06
0.97079491575	2.39324e-06
0.97471731945	2.06511e-06
0.97863972315	1.25871e-06
0.98256212685	9.08240e-07
0.98648453055	5.30972e-07
