Name;RAdeg;DEdeg;PosErr;Coord_Ref;ID_Flag;GLON;GLAT;Xray_Type;Porb;Ppulse;CRSF;Alt_Name;SpType;Gaia_DR3_ID;Gmag;e_Gmag;Vmag;e_Vmag;Jmag;e_Jmag;Hmag;e_Hmag;Kmag;e_Kmag;W1mag;e_W1mag;W2mag;e_W2mag;N_H;XMM_min_flux;XMM_max_flux;Chandra_min_flux;Chandra_max_flux;Chandra_Instrument;XRT_min_flux;XRT_max_flux;BAT_min_flux;BAT_max_flux;INTEGRAL_min_flux;INTEGRAL_max_flux;Mean_Mass;Low_Mass;High_Mass;Mean_Dist;Low_Dist;High_Dist;Teff;Lopt;IDS;CRSF_Ref;Spin_Ref;Orb_Ref;Spectral_Ref;Dist_Ref;Mass_Ref;Misc_Ref;Comments;_2MASS_ID;CatWISE_ID;ROSAT_ID;XMM_ID;Chandra_ID;XRT_ID;BAT_ID;INTEGRAL_ID
IGR J11435-6109;17.600.117.181.802;-6.112.679.578.911;3,35E+10;2023A&A...674A...1G;0.0;294.881.416.200.259;0.6865251645296295;BE,XP,XT;52.46;161.8;;1RXS J114358.1-610736;B0.5Ve;5,33502E+18;156.584;0.0029;;;13.003;0.022;12.338;0.021;11.852;0.019;;;;;150.0;;;19.623.756.891.031.000;19.623.756.891.031.000;ACIS;;;47.9;47.9;3.660.799.918.174.740;3.660.799.918.174.740;;;;8641.0;2516.0;28711.0;9699.07;5.577.000.122.070.310;2E  2517,CXOU J114400.3-610736,DENIS J114400.2-610736,2E 1141.6-6050,IGR J11435-6109,2MASS J11440030-6107364,PBC J1144.1-6106,1RXS J114358.1-610736,SWIFT J1144.0-6105,SWIFT J1143.8-6106,TIC 322244853,UCAC2   4813819,UCAC4 145-093005,USNO-A2.0 0225-12106316,USNO-B1.0 0288-00337502,WISEA J114400.24-610736.3,WISE J114400.30-610736.4,[KRL2007b] 101,[TSA98] J114401.80-610736.44,Gaia DR2 5335021664274920576,Gaia DR3 5335021664274920576;;2013A&A...560A.108C;2013A&A...560A.108C;2013A&A...560A.108C;;;2004ATel..350....1G;;11440030-6107364;;;;J114400.3-610736;;SWIFT J1144.0-6105;IGR J11435-6109
1E 1145.1-6141;17.686.894.042.634;-6.195.371.922.583;1,17E+11;2023A&A...674A...1G;0.0;2.954.897.343.122.130;-0.009706166350543442;RS,SG,XP;14.4;298.0;;3A 1145-616;B2Iae;5,33485E+18;122.553;0.0029;;;9.607;0.026;9.11;0.022;8.81;0.021;8.588.000.297.546.380;0.013000000268220901;847.700.023.651.123;0.00800000037997961;100.0;160.761;160.761;;;;5.033.000.127.774.300;5.033.000.127.774.300;;;;;;;;7179.0;5306.0;9417.0;7178.09;;2E  2531,3A 1145-616,ALS 19791,1E 1145.0-6140,1E 1145.1-6141,1E 1145-61.6,2E 1145.0-6140,INTEGRAL1   9,INTREF   462,2MASS J11472856-6157134,PBC J1147.5-6157,1RXS J114726.5-615710,SBC9 689,SSTGLMC G295.4897-00.0097,SWIFT J1147.2-6156,SWIFT J1147.4-6156,SWIFT J1147.2-6156A,TIC 324122933,V* V830 Cen,WEB 10333,[BM83] X1145-616,[KRL2007b] 102,AAVSO 1141-62,Gaia DR3 5334851450481641088,Gaia DR2 5334851450481641088;;1980ApJ...239..651L,2002ApJ...581.1293R;2002ApJ...581.1293R;2002ApJ...581.1293R;;;;;11472856-6157134;J114728.55-615713.3;2RXS J114726.7-615710;4XMM J114728.5-615713;;2SXPS J114727.9-615715;;
4U 1145-619;17.700.003.001.549;-6.220.691.022.592;2,00E+11;2023A&A...674A...1G;0.0;29.561.108.475.361.700;-0.2402432328652914;BE,XP,XT;187.5;292.4;;4U 1145-61;B0.2 III;5,33482E+18;86.527;0.0032;9.0;;8.677;0.026;8.577;0.057;8.403;0.029;;;;;3.018;;;84.882.884.778.473;84.882.884.778.473;ACIS;129.800.004.078.362;129.800.004.078.362;;;;;;;;2034.0;1949.0;2144.0;41348.1;;HD 102567,3A 1145-619,ALS  2502,ASAS J114800-6212.4,CD-61  3203,CPD-61  2636,2E  2535,2E 1145.5-6155,1ES 1145-61.9,GEN# +1.00102567,Glazar Cru  61,GPS 1146-618,GSC 08977-07939,1H 1144-617,Hen 3-715,H 1147-62,H 1145-619,HIC  57569,HIP  57569,INTREF   463,LLNS  6274,LS 2502,1M 1145-618,2MASS J11480002-6212249,PPM 358985,1RXS J114800.3-621227,2S 1145-61,2S 1145-619,2S 1145-62,SAO 251595,SSTGLMC G295.6111-00.2402,SSTGLMC G295.6111-00.2403,SWIFT J1147.2-6156B,TIC 324268119,TYC 8977-7939-1,2U 1146-61,3U 1145-61,4U 1145-619,4U 1145-62,4U 1145-61,UCAC4 139-069313,uvby98 100102567,V* V801 Cen,WEB 10338,1XRS 11455-619,[BM83] X1145-619,[JE82]  606,[KRL2007b] 103,[L68]  82,[M54b] 202,AAVSO 1143-61,Gaia DR3 5334823859608495104,Gaia DR1 5334823855259766528,Gaia DR2 5334823859608495104;;1981MNRAS.195..197W,1989PASJ...41....1N;1981MNRAS.195..197W,1989PASJ...41....1N;2017A&A...607A..52A;;;;;11480002-6212249;;2RXS J114800.0-621225;;J114800.0-621224;2SXPS J114759.1-621224;;
1ES 1210-64.6;1.833.115.687.929;-6.487.513.252.304;1,96E+11;2007ATel.1253....1R;1.0;29.889.007.746.363.100;-230.352.392.026.234;BE;6.71;;;4U 1210-64;B5V;6,05308E+18;139.769;0.0072;;;12.408;0.023;12.101;0.025;12.047;0.025;11.883.999.824.523.900;0.017000000923871994;11.885.000.228.881.800;0.012000000104308128;6.474;;;;;;10.719.999.887.776.000;10.719.999.887.776.000;21.09;21.09;;;;;;3033.0;2357.0;3533.0;8756.6;1.224.000.015.258.780;4U 1210-64,1ES 1210-64.6,EXMS B1210-645,INTREF   479,1M 1210-646,PBC J1212.9-6453,SWIFT J1213.2-6458,SWIFT J121314.7-645231,2U 1211-64,3U 1210-64,USNO-A2.0 0225-13609882,[KRL2007b] 108;;;2008ATel.1861....1C;2009A&A...495..121M;;;2010A&A...519A..96M;;12131479-6452304;J121314.77-645230.4;;;;2SXPS J121314.9-645230;SWIFT J1213.2-6458;
3U 1223-62;18.665.645.139.154;-6.277.035.949.368;1,79E+11;2023A&A...674A...1G;0.0;30.009.806.638.082.800;-0.03521511887751024;CL,SG,XP,XT;41.59;696.0;45;4U 1223-62;B1 Ia+;6,05457E+18;97.511;0.003;10.66;0.07000000029802322;6.717;0.021;6.077;0.029;5.672;0.017;;;;;100.0;;;12.536.489.525.318;12.536.489.525.318;ACIS;643.300.024.361.082;643.300.024.361.082;28.345.600.000.000.000;28.345.600.000.000.000;;;;;;3536.0;3382.0;3809.0;6383.67;;4U 1223-624,3A 1223-624,GPS 1222-625,GSC 08979-01108,GX 301-02,GX 301+00,GX 301-00.2,1H 1221-623,Hen 3-788,H 1223-624,INTEGRAL1  10,INTREF   497,1M 1223-624,2MASS J12263756-6246132,MO 1-3,MSX6C G300.0980-00.0351,PBC J1226.6-6246,2S 1223-624,SBC9 724,SSTGLMC G300.0981-00.0352,SWIFT J1226.6-6244,SWIFT J1226.6-6246,SWIFT J122637.3-624610,1SXPS J122637.1-624610,TIC 450572050,TYC 8979-1108-1,2U 1223-62,3U 1223-62,4U 1223-62,UCAC2   4126327,V* BP Cru,WEB 10801,WRAY 15-977,1XRS 12238-624,[BM83] X1223-624,[GM76]  40,[KRL2007b] 116,AAVSO 1221-62,Gaia DR3 6054569565614460800,Gaia DR1 6054569561285282304,Gaia DR2 6054569565614460800;2005A&A...438..617L;1986ApJ...304..241S,1989PASJ...41....1N;1986ApJ...304..241S,1989PASJ...41....1N;1995A&A...300..446K;;;;;12263756-6246132;;;;J122637.5-624613;2SXPS J122637.2-624613;SWIFT J1226.6-6244;
IGR J12341-6143;18.850.210.227.954;-6.171.761.859.192;6,52E+09;2020ATel14039....1S;1.0;30.086.849.889.698.300;10.842.790.344.301.900;;;;;None;;6,05478E+18;162.408;0.0032;;;11.424;0.021;10.393;0.021;9.819;0.019;9.170.000.076.293.940;0.009999999776482582;9.138.999.938.964.840;0.007000000216066837;;;;;;;;;;;;;;;;6326.0;4990.0;8211.0;;;IGR J12341-6143;;;;;;;2006ApJ...636..765B,2020MNRAS.491.4543S;;12340051-6143034;J123400.52-614303.3;;;;;;
HR 4804;1.898.102.418.428;-7.537.063.019.321;3,40E+11;2023A&A...674A...1G;0.0;3.021.433.892.058.770;-12.517.560.044.224.000;BE;;;;I 296AB;B8Vn(e);5,8376E+18;65.432;0.0028;;;6.169;0.026;6.169;0.033;6.102;0.024;65.980.000.495.910.600;0.019999999552965164;5.988.999.843.597.410;0.009999999776482582;;;;;;;;;;;;;;;;208.0;206.0;210.0;8530.92;;HD 109857,** I  296AB,AKARI-IRC-V1 J1239143-752213,CCDM J12392-7522AB,CD-74   711,CPC 21.2  1860,CPD-74   955,GC 17214,GCRV 63429,GEN# +1.00109857,1H 1253-761,Hen 3-802,HIC  61738,HIP  61738,HR  4804,IDS 12328-7449 AB,INTREF   512,IRAS 12360-7505,2MASS J12391449-7522140,PPM 371589,SAO 256967,SA 203-513,SKY# 23617,TD1 16402,TIC 360632151,UBV   11334,uvby98 100109857,WDS J12392-7522AB,WEB 10982,WISEA J123914.44-752214.3,WISE J123914.45-752214.2,[JE82]  641,[ML88] F2 18;;;;1975mcts.book.....H;;;;;12391449-7522140;J123914.54-752214.0;;;;;;
1A 1238-59;19.050.416.666.666.600;-60.2;;2006A&A...455.1165L;2.0;3.017.603.918.720.990;2.650.315.264.337.550;XP;;191.0;;3A 1239-599;;;;;13.8;0.20000000298023224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1H 1238-599,1A 1238-59,3A 1239-599,INTREF   516,2S 1239-599,[BM83] X1239-599;;1977MNRAS.180p..21H;;;;;;HMXB candidate;;;;;;;;
HD 110432;19.070.931.703.329;-6.305.864.217.079;7,60E+10;2023A&A...674A...1G;0.0;3.019.579.095.967.540;-0.2031612419944597;BE,Gcas;226.0;14200.0;;1H 1249-637;B0.5IVpe;6,0551E+18;51.368;0.003;5.31;;4.655;0.22;4.339;0.208;4.038;0.31;;;;;1.59;102.077;438.943;;;;;;;;;;;;;468.0;424.0;525.0;35305.3;;HD 110432,ALS 14973,CD-62   671,CEL   4145,Cl Loden  670     1,CPC 20.1  3670,CPD-62  2898,CSV 101318,2E  2828,2E 1239.8-6246,EM* MWC  224,1ES 1239-62.7,FK5 3015,GC 17286,GCRV 22628,GEN# +1.00110432,GSC 08992-01861,1H 1249-637,Hen 3-810,HIC  62027,HIP  62027,HR  4830,INTREF   519,IRAS 12398-6247,JP11  2272,LLNS  8883,2MASS J12425028-6303310,NSV  5874,PBC J1243.1-6306,PPM 359572,ROT  6492,1RXS J124250.1-630332,SAO 252002,SKY# 23703,SWIFT J1243.3-6305,TIC 433936219,TYC 8992-1861-1,UBV   11388,UBV M  18510,UCAC3 54-175577,uvby98 100110432,V* BZ Cru,WEB 11028,2XMM J124250.4-630330,[JE82]  644,Gaia DR2 6055103928246312960,Gaia DR3 6055103928246312960;;2001A&A...377..148T;2012ApJ...755...64S;2006MNRAS.371..252L;;;;;12425028-6303310;;2RXS J124250.4-630326;4XMM J124250.3-630330;;;;
SRGA J124404.1-632232;19.101.578.611.571;-6.337.559.907.241;2,34E+10;2023A&A...674A...1G;0.0;30.210.577.399.736.000;-0.5156819430064012;;138.0;538.7;;SRGE J124403.8-632231;Be;5,86293E+18;150.821;0.0053;;;11.714;0.023;10.941;0.022;10.37;0.033;;;;;6.298;;;;;;18.629.999.886.526.900;18.629.999.886.526.900;;;;;;;;6159.0;4649.0;8272.0;21012.74;;2MASS J12440380-6322320,SRGA J124404.1-632232,SRGE J124403.8-632231,2SXPS J124403.6-632234;;;2021ATel14361....1M;2022A&A...661A..21D;;;;;12440380-6322320;;;;;2SXPS J124403.6-632234;;
1A 1244-60;19.189.583.333.333.300;-6.064.277.777.777.770;;2006A&A...455.1165L;2.0;30.245.915.580.586.200;2.225.431.433.815.260;XT;;;;1A 1244-604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1A 1244-60,1A 1244-604;;;;;;;;;;;;;;;;
mu.02 Cru;1.936.534.513;-5.716.871.140.742;0.00010121264743103998;2023A&A...674A...1G;0.0;30.336.452.108.566.900;57.003.685.593.996.300;BE;;;;DUN 126B;B5Vne;6,06055E+18;51.472;0.0029;5.2;;5.316;0.017;5.383;0.047;5.313;0.021;67.769.999.504.089.300;0.02199999988079071;6.113.999.843.597.410;0.01600000075995922;;;;;;;;;;;;;;;;123.0;118.0;130.0;13747.8;36.229.998.779.296.800;HD 112091,* mu.02 Cru,** DUN  126B,CCDM J12546-5711B,CD-56  4689,CPC 20  3981,CPD-56  5487B,CSI-56  5487 42,EM* MWC  225,GC 17513,GCRV  7718,GEN# +1.00112091,GSC 08656-03487,1H 1255-567,Hen 3-837,HIC  63005,HIP  63005,HR  4899,IDS 12487-5638 B,INTREF   529,IRAS 12516-5653,JP11  2320,2MASS J12543689-5710070,PPM 341412,ROT  1905,SAO 240367,SKY# 24000,TIC 261862960,TYC 8656-3487-1,UBV   11621,uvby98 100112091,V* mu.02 Cru,WDS J12546-5711B,WEB 11170,[B10]  3359,[JE82]  653,AAVSO 1248-56,Gaia DR3 6060547335455660032,Gaia DR2 6060547331128876928;;;;2006MNRAS.371..252L;;;;;12543689-5710070;J125436.84-571007.1;;;;;;
3U 1258-61;19.532.119.649.506;-6.160.184.481.323;1,41E+11;2023A&A...674A...1G;0.0;3.041.027.072.799.480;1.247.516.361.442.430;BE,CL,XP,XT;133.0;272.0;51;4U 1258-61;B2 Vne;5,86353E+18;126.477;0.0029;14.4;0.10000000149011612;9.798;0.022;9.297;0.022;9.04;0.021;;;;;11.0;;;;;;11.740.000.638.305.000;11.740.000.638.305.000;5.290.500.000.000.000;5.290.500.000.000.000;21.45;21.45;;;;1853.0;1802.0;1907.0;;;4U 1258-61,3A 1258-613,GX 304-01,1H 1257-610,H 1258-613,INTREF   537,1M 1258-613,2MASS J13011709-6136065,PBC J1301.2-6136,2S 1258-613,SWIFT J1301.2-6139,SWIFT J1300.8-6139,TIC 438873057,2U 1258-61,3U 1258-61,V* V850 Cen,1XRS 12582-613,[BM83] X1258-613,[W74] 34,Gaia DR2 5863533199843070208,Gaia DR3 5863533199843070208;2011PASJ...63S.751Y;1983ApJ...273..709P,1989PASJ...41....1N;1983ApJ...273..709P,1989PASJ...41....1N;1980MNRAS.190..537P;;;;;13011709-6136065;;;;;2SXPS J130117.0-613604;SWIFT J1301.2-6139;4U 1258-61
2RXP J130159.6-635806;1.954.946.052.393;-6.396.912.167.623;8,85E+10;2023A&A...674A...1G;0.0;3.040.882.574.633.320;-11.210.420.673.748.600;BE,XP,XT;;643.0;;IGR J13020-6359;B0-6Ve;5,86229E+18;173.067;0.003;;;12.962;1.339;12.047;0.031;11.346;0.088;;;;;22.0;329.088;148.632;;;;34.479.998.717.307.200;34.479.998.717.307.200;;;;;;;;4258.0;1378.0;8329.0;5615.4;5.702.999.877.929.680;2MASS J13015871-6358089,CXOU J130158.6-635807,IGR J13020-6359,NuSTAR J130157-6358.1,PBC J1302.1-6356,1RXP J130159.6-635806,2RXP J130159.6-635806,SWIFT J1302.0-6358,SWIFT J1301.7-6357,TIC 439169923,2XMM J130158.7-635808,[KRL2007b] 129,Gaia DR3 5862285700835092352,Gaia DR2 5862285700835092352;;2015ApJ...809..140K;;2018A&A...618A.150F;;;;;13015871-6358089;;;4XMM J130158.7-635808;;2SXPS J130158.6-635808;;
PSR B1259-63;19.569.848.851.536;-6.383.573.123.377;1,34E+11;2023A&A...674A...1G;0.0;3.041.835.510.004.000;-0.9915846982021324;GP;1236.72;0.05;;LS 2883;O9.5Ve;5,8623E+18;96.328;0.0028;9.98;0.05999999865889549;8.026;0.027;7.699;0.055;7.248;0.02;67.829.999.923.706.000;0.01600000075995922;6.439.000.129.699.700;0.00800000037997961;7.323;12.209.400.000.000.000;409.181;0.9777756733101101;0.9777756733101101;ACIS;1.988.999.936.974.870;1.988.999.936.974.870;;;;;;;;2098.0;1945.0;2233.0;35609.8;;CPD-63  2495,AKARI-IRC-V1 J1302480-635009,ALS  2883,AX J1302-638,GEN# -0.06302495,GSC 08997-01597,Hbg  757,Hen 3-852,HESS J1302-638,INTREF   538,LLNS  9661,LS 2883,2MASS J13024765-6350085,MSX6C G304.1845-00.9916,NAME OKM2018 SWIFT J1302.3-6385,PSR J1302-6350,PSR B1259-63,SSTGLMC G304.1836-00.9916,TeV J1302-638,THA 17-8,TIC 439164152,TYC 8997-1597-1,UCAC2   3710789,UCAC4 131-076808,uvby98 -006302495,WISEA J130247.65-635008.6,WISE J130247.65-635008.6,WRAY 15-1053,2XMM J130247.6-635008,XMMOM J130247.7-635008,[GM76] 259,[KRL2007b] 130,[L68] 195,[VDD70] Cen-Mus  1,AAVSO 1256-63,Gaia DR3 5862299960127967488,Gaia DR1 5862299955795862144,Gaia DR2 5862299960127967488;;1992ApJ...387L..37J;2014MNRAS.437.3255S;2014MNRAS.439..432C;;;;;13024765-6350085;J130247.67-635008.5;;4XMM J130247.6-635008;J130247.6-635008;2SXPS J130247.6-635008;;
IGR J13186-6257;199.604.394;-6.297.102;0.1555634910181035;2003yCat.2246....0C;0.0;3.059.915.029.600.660;-0.2596571164876881;BE;19.99;;;2MASS J13182505-6258156;B0-6Ve;;;;;;13.581;;12.689;;12.842;0.05;;;;;;;;0.15938475372292002;0.15938475372292002;ACIS;12.569.999.728.595.500;12.569.999.728.595.500;;;;;;;;;700.0;5400.0;;;2MASS J13182505-6258156,CXOU J131825.0-625815,IGR J13186-6257,PBC J1318.2-6259,SSTGLMC G305.9915-00.2597,SWIFT J1318.6-6259,TIC 443658242;;;2011A&A...529A..30D;2018A&A...618A.150F;2018A&A...618A.150F;;2007ApJS..170..175B;;13182505-6258156;;;;J131825.0-625815;2SXPS J131825.4-625814;;
SAX J1324.4-6200;201.111.198;-620.220.906;10.210.866.800.459.500;2010ApJS..189...37E;2.0;30.679.282.957.935.500;0.6019723014546094;XP;11.291.666.666.666.600;172.84;;INTREF 557;Be?;;;;;;16.887;0.0;15.322;0.0;14.387;0.081;13.133.000.373.840.300;0.017000000923871994;12.694.999.694.824.200;0.017999999225139618;;463.344;463.344;13.539.750.595.835;13.539.750.595.835;ACIS;6.423.999.786.980.820;6.423.999.786.980.820;;;;;;;;;;;;;INTREF   557,SAX J1324.4-6200;;1998A&A...339L..41A,2008A&A...483..249M;2002MNRAS.337.1245L;2009ApJ...707..870B;;;;;13242665-6201191;J132426.70-620118.8;;4XMM J132426.5-620118;J132426.6-620119;2SXPS J132426.7-620118;;
HD 119682;20.663.566.597.037;-6.292.338.696.174;2,59E+10;2023A&A...674A...1G;0.0;30.915.506.449.590.400;-0.7193577172677156;Gcas;90.0;1500.0;;1WGA J1346.5-6255;B0Ve;5,86466E+18;85.181;0.0064;7.901;0.010999999940395355;7.35;0.027;7.184;0.033;6.95;0.023;;;;;6.055;12.988.300.000.000.000;274.342;0.9100855907727999;0.9100855907727999;ACIS;236.299.998.665.479;236.299.998.665.479;;;;;;;;1535.0;1383.0;1678.0;29823.6;;HD 119682,ALS  3157,CD-62   761,Cl* NGC 5281     PM      10,Cl* NGC 5281    SBW       1,CPC 20.1  4038,CPD-62  3565,GEN# +2.52810003,GSC 09008-04119,Hen 3-928,LS 3157,2MASS J13463256-6255241,NGC  5281     3,PPM 360310,1RXS J134633.6-625528,SAO 252441,SSTGLMC G309.1550-00.7192,SSTGLMC G309.1551-00.7193,TIC 323077171,TYC 9008-4119-1,UBV M  34693,UCAC2   4148837,UCAC4 136-101683,uvby98 252810003,1WGA J1346.5-6255,3XMM J134632.5-625524,[JE82]  694,Gaia DR2 5864664975280537728,Gaia DR3 5864664975280537728,Gaia DR1 5864664970947478784;;2007ApJ...659..407S;2022MNRAS.510.2286N;2006MNRAS.371..252L;;;;;13463256-6255241;;;4XMM J134632.5-625524;J134632.5-625523;2SXPS J134632.5-625521;;
3FGL J1405.4-6119;211.310.065;-61.307.838;0.1131370824610367;2003yCat.2246....0C;0.0;3.116.717.885.092.560;0.3052824934145148;GP;13.71;;;4FGL J1405.1-6119;O6.5III;;;;;;15.962;;14.369;0.068;12.769;0.044;;;;;;0.36302100000000004;0.6182500000000001;0.13120800592472;0.13120800592472;ACIS;0.5281999880882293;0.5281999880882293;;;;;;;;7700.0;6700.0;8700.0;;;2MASS J14051441-6118282,1FGL J1405.1-6123c,2FGL J1405.5-6121,3FGL J1405.4-6119,4FGL J1405.1-6119,3FHL J1405.1-6118,FL8Y J1405.3-6119,SWIFT J140514.2-611825,TIC 329217258,WISEA J140514.40-611827.7,WISE J140514.40-611827.7;;;2019ApJ...884...93C;2019ApJ...884...93C;2019ApJ...884...93C;;;;14051441-6118282;;;4XMM J140514.3-611828;J140514.4-611827;2SXPS J140514.6-611837;;
IGR J14059-6116;21.148.333.333.333.300;-61.275;350.442.120.756.053;2016ApJS..223...15B;2.0;3.117.609.103.363.900;0.3132285566840497;BE;13.71;;;None;O6.5III;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IGR J14059-6116;;;2019ApJ...884...93C;2019NewAR..8601546K;;;2017MNRAS.470.1107L;probably same source as 3FGL J1405.4-6119;;;;;;;;
MAXI J1409-619;21.201.132;-61.983.891;0.09899494978758513;2010ATel.2962....1K;1.0;3.117.969.209.291.860;-0.4378795197527345;BE,CL,XP;14.7;503.0;44,73,128;[OFM2012] 2;O/B?;;;;;;15.874;0.086;13.62;0.022;12.56;0.021;11.770.000.457.763.600;0.01600000075995922;11.444.000.244.140.600;0.013000000268220901;53.5;;;;;;4.670.000.063.738.960;10.279.999.768.103.500;;;;;;;;9500.0;7900.0;15000.0;;;MAXI J1409-619,NAME OKM2018 SWIFT J1408.2-6194,[OFM2012] 2;2012ApJ...748...86O;2010ATel.3060....1K;2020MNRAS.496.1768D;2012ApJ...748...86O;2020MNRAS.496.1768D;;;;14080271-6159020;J140802.70-615902.1;;;;2SXPS J140802.4-615854;;
2S 1417-624;21.530.140.070.272;-6.269.887.940.172;8,34E+10;2023A&A...674A...1G;1.0;3.130.200.569.125.260;-15.986.293.517.423.900;BE,XP,XT;42.12;17.6;;2S 1417-62;B1Ve;5,85418E+18;177.568;0.0034;17.2;;;;;;;;;;;;17.0;;;0.29798127815595;0.29798127815595;ACIS;12.259.999.959.685.000;12.259.999.959.685.000;52.35;52.35;;;;;;6453.0;4275.0;10095.0;5476.05;;4U 1416-62,3A 1417-624,2CXO J142112.1-624156,2E  3248,2E 1417.4-6228,H 1417-624,INTREF   601,PBC J1421.1-6243,2S 1417-624,2S 1417-62,SWIFT J1421.2-6242,[BM83] X1417-624;;1981ApJ...243..251K;1996A&AS..120C.209F;2009ApJ...707..870B;;;;;;;;;J142112.1-624156;2SXPS J142112.2-624155;SWIFT J1421.2-6242;
IGR J14331-6112;21.828.465.330.129;-6.126.107.376.019;0.00010646022731518095;2022A&A...665A..31F;0.0;31.484.628.906.653.400;-0.7642294520765504;BE;;;;CXO J143308.3-611539;early BIII or mid BV;5,87838E+18;179.646;0.0035;;;14.664;0.077;13.993;0.049;13.783;0.076;;;;;28.3;;;32.484.656.654.031;32.484.656.654.031;ACIS;60.749.998.781.473.000;60.749.998.781.473.000;;;;;;;;1865.0;654.0;3161.0;6691.5;0.46320000290870667;CXO J143308.3-611539,IGR J14331-6112,PBC J1433.3-6115,SWIFT J1433.3-6116,[KRL2007b] 157;;;;2008A&A...482..113M,2013A&A...560A.108C;;;;;14330833-6115397;;;;J143308.3-611540;2SXPS J143307.9-611540;;
IGR J14488-5942;222.180.092;-59.703.815;0.09219544392642574;2003yCat.2246....0C;0.0;31.723.421.413.907.600;-0.12913079470647973;BE;49.63;33.42;;Swift J1448.4-5945;Oe/Be;;;;;;15.457;0.069;13.532;0.043;12.526;0.042;;;;;;;;;;;334.699.997.751.875;334.699.997.751.875;;;;;;;;;;;;;DENIS J144843.1-594213,IGR J14488-5942,2MASS J14484322-5942137,SWIFT J1448.4-5945,TIC 193907722;;2017ApJ...846..161C;2010ATel.2598....1C;2013A&A...560A.108C;;;2010ApJS..186....1B;;14484322-5942137;;;;;2SXPS J144843.2-594213;;
Cir X-1;23.017.017.640.757;-5.716.674.216.654;0.00014227100899339963;2023A&A...674A...1G;0.0;3.221.184.848.733.750;0.03771250444064905;;16.68;;;3U 1516-56;B5-A0I;5,88322E+18;17.776;0.0206;21.4;;12.743;0.031;11.521;0.029;10.692;0.025;10.015.000.343.322.700;0.014999999664723873;9.777.999.877.929.680;0.010999999940395355;;11.772.100.000.000.000;917.077;36.135.700.392.636;36.135.700.392.636;ACIS;2.287.999.997.796.490;122.099.996.779.923;8.188.000.000.000.000;8.188.000.000.000.000;;;;;;5107.0;1374.0;9790.0;4296.2;;X Cir X-1,3A 1516-569,GPS 1517-570,GRS G322.50 +00.10,1H 1516-569,H 1510-56,H 1516-569,INTEGRAL1  14,INTREF   645,1M 1516-569,2MASS J15204084-5710001,PBC J1520.6-5710,1RXS J152040.8-571007,2S 1516-569,SSTGLMC G322.1185+00.0378,SWIFT J1521.0-5711,SWIFT J1520.6-5710,TIC 45754445,2U 1516-56,3U 1516-56,4U 1516-569,4U 1516-56,V* BR Cir,XB 1516-569,1XRS 15168-569,[BM83] X1516-569,[KRL2007b] 168;;;2007MNRAS.374..999J;2007MNRAS.374..999J;;;;Uncertain if HMXB or LMXB.;15204084-5710001;J152040.87-570959.8;;4XMM J152040.8-571000;J152040.8-571000;2SXPS J152040.6-571002;SWIFT J1521.0-5711;
4U 1538-52;23.559.729.827.777;-5.238.601.199.162;1,44E+11;2023A&A...674A...1G;0.0;32.741.966.497.967.600;21.636.973.689.217.500;CL,EB,SG,XP;3.73;526.42;22,47;4U 1538-522;B0 Iab;5,88609E+18;131.637;0.0031;14.5;;10.358;0.025;9.91;0.023;9.677;0.022;921.500.015.258.789;0.009999999776482582;9.256.999.969.482.420;0.00800000037997961;46.0;407.808;407.808;26.838.592.769.574;26.838.592.769.574;ACIS;27.190.000.251.309.200;27.190.000.251.309.200;328.27;328.27;;;1.02;0.85;1.19;5988.0;5091.0;6837.0;5980.2;2698.0;X Nor X-2,1A 1540-53,3A 1538-522,GPS 1538-522,GX 327+05.5,1H 1538-522,H 1538-522,INTEGRAL1  15,INTREF   654,1M 1538-521,2MASS J15422335-5223095,PBC J1542.4-5222,1RXS J154222.8-522311,2S 1538-52,2S 1538-522,SBC9 854,SWIFT J1542.6-5222,SWIFT J1542.3-5222,TIC 190415214,2U 1536-52,3U 1538-52,4U 1538-52,4U 1538-522,V* QV Nor,WEB 13046,1XRS 15386-522,[BM83] X1538-522,[KRL2007b] 170,Gaia DR2 5886085557746480000,Gaia DR3 5886085557746480000;2009A&A...508..395R,2013ApJ...777...61H,2016MNRAS.458.2745H;2019ApJ...873...62H;1990ApJ...353..274C,2011ApJ...730...25R,2017PhDT.......225D;1990ApJ...353..274C,2017PhDT.......225D;;2015A&A...577A.130F;;Superorbital period: 14.913 d (2021ApJ...906...13C);15422335-5223095;J154223.35-522309.6;2RXS J154222.7-522315;4XMM J154223.3-522309;J154223.3-522309;2SXPS J154223.2-522311;SWIFT J1542.6-5222;
